"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"1",2007,1,27,"AA","ORD","IAH",-3,16,925,NA
"2",2007,1,20,"WN","PHL","PVD",-5,-11,238,NA
"3",2007,1,30,"MQ","PIT","ORD",4,27,412,NA
"4",2007,1,26,"CO","EWR","BOS",-5,-8,200,NA
"5",2007,1,29,"CO","AUS","EWR",34,13,1504,NA
"6",2007,1,25,"XE","CLE","BDL",-4,17,475,NA
"7",2007,1,3,"UA","DEN","SAN",0,-3,853,NA
"8",2007,1,26,"YV","PSP","PHX",-10,-5,261,NA
"9",2007,1,16,"US","DCA","FLL",-3,0,899,NA
"10",2007,1,8,"9E","DTW","TUL",-1,-10,790,NA
"11",2007,1,11,"YV","PHX","COS",0,-7,551,NA
"12",2007,1,31,"UA","DEN","LGA",-2,-12,1619,NA
"13",2007,1,22,"MQ","ORD","MDT",60,53,594,NA
"14",2007,1,14,"YV","IAD","ORF",119,107,157,NA
"15",2007,1,28,"UA","STL","ORD",-8,-8,258,NA
"16",2007,1,14,"WN","SAN","PHX",-3,-4,304,NA
"17",2007,1,27,"F9","DEN","MDW",-6,-9,895,NA
"18",2007,1,4,"9E","MCI","IND",15,16,451,NA
"19",2007,1,27,"AS","BET","ANC",NA,NA,399,NA
"20",2007,1,28,"9E","DTW","PLN",61,64,243,NA
"21",2007,1,11,"US","CLT","DCA",NA,NA,331,NA
"22",2007,1,30,"FL","TPA","ATL",-3,3,406,NA
"23",2007,1,16,"NW","MEM","BNA",22,16,200,NA
"24",2007,1,12,"9E","DSM","DTW",15,9,534,NA
"25",2007,1,27,"XE","ICT","IAH",-6,5,542,NA
"26",2007,1,3,"9E","MSP","OMA",1,-9,282,NA
"27",2007,1,6,"YV","DEN","COS",11,3,73,NA
"28",2007,1,16,"XE","ORF","EWR",121,116,284,NA
"29",2007,1,6,"US","PIT","PHL",4,6,267,NA
"30",2007,1,3,"9E","DTW","BTV",-1,-7,536,NA
"31",2007,1,23,"OO","SFO","ONT",-9,-13,363,NA
"32",2007,1,22,"WN","PVD","BWI",4,9,328,NA
"33",2007,1,26,"XE","ABE","CLE",-10,-1,339,NA
"34",2007,1,5,"OO","ORD","SLC",43,38,1249,NA
"35",2007,1,30,"NW","MBS","DTW",-12,-14,98,NA
"36",2007,1,11,"OO","FAR","DEN",25,43,627,NA
"37",2007,1,6,"XE","IAH","HRL",13,9,295,NA
"38",2007,1,27,"WN","ABQ","PHX",NA,NA,328,NA
"39",2007,1,31,"YV","CLT","IAH",0,27,913,NA
"40",2007,1,8,"UA","DEN","LAX",-1,-3,862,NA
"41",2007,1,24,"US","BOI","PHX",-1,12,735,NA
"42",2007,1,9,"AA","SFO","DFW",23,30,1464,NA
"43",2007,1,1,"US","LAS","FLL",2,-2,2174,NA
"44",2007,1,9,"NW","DTW","AZO",-2,-6,113,NA
"45",2007,1,22,"MQ","JFK","DCA",-4,-2,213,NA
"46",2007,1,7,"OH","CVG","BTV",5,-12,702,NA
"47",2007,1,1,"YV","CMH","CLT",20,31,346,NA
"48",2007,1,4,"OH","JFK","PIT",-7,77,340,NA
"49",2007,1,29,"NW","MEM","LGA",3,3,963,NA
"50",2007,1,25,"B6","JFK","BOS",30,39,187,NA
"51",2007,1,2,"MQ","ORD","RST",30,32,268,NA
"52",2007,1,28,"XE","EWR","TUL",-6,-18,1215,NA
"53",2007,1,10,"FL","JAX","ATL",-9,-2,270,NA
"54",2007,1,1,"XE","IAH","GSO",0,-4,986,NA
"55",2007,1,13,"DL","TPA","ATL",0,-15,406,NA
"56",2007,1,10,"FL","HPN","MCO",-8,0,972,NA
"57",2007,1,28,"MQ","GSO","MIA",-2,-7,710,NA
"58",2007,1,19,"AA","ORD","ELP",-1,8,1236,NA
"59",2007,1,28,"DL","SJC","ATL",-13,-27,2116,NA
"60",2007,1,8,"FL","PHF","BOS",-5,1,464,NA
"61",2007,1,22,"HA","HNL","ITO",-6,-7,216,NA
"62",2007,1,31,"XE","CHS","IAH",-19,3,925,NA
"63",2007,1,31,"AS","KTN","JNU",NA,NA,234,NA
"64",2007,1,26,"NW","MEM","ATL",-3,-2,332,NA
"65",2007,1,5,"YV","BNA","IAD",0,3,542,NA
"66",2007,1,1,"EV","ATL","MCN",185,175,79,NA
"67",2007,1,8,"AA","SJC","DFW",-2,-11,1439,NA
"68",2007,1,2,"YV","PHX","PSP",59,55,261,NA
"69",2007,1,20,"FL","DFW","MCO",-3,-3,984,NA
"70",2007,1,7,"OO","SMX","LAX",-6,-5,135,NA
"71",2007,1,12,"US","PHX","ONT",-1,4,325,NA
"72",2007,1,6,"CO","DCA","IAH",-8,-17,1208,NA
"73",2007,1,10,"OO","ABQ","LAX",-6,-18,677,NA
"74",2007,1,19,"EV","ATL","PVD",4,0,903,NA
"75",2007,1,3,"UA","LIH","SFO",-2,-39,2447,NA
"76",2007,1,25,"MQ","EWR","BOS",-4,6,200,NA
"77",2007,1,3,"WN","PBI","BWI",4,2,883,NA
"78",2007,1,11,"NW","MSP","DLH",-5,2,144,NA
"79",2007,1,16,"UA","DEN","ORD",-3,13,888,NA
"80",2007,1,26,"WN","BWI","MDW",1,-7,611,NA
"81",2007,1,17,"AA","DFW","IND",NA,NA,762,NA
"82",2007,1,17,"AS","SFO","SAN",-11,-20,447,NA
"83",2007,1,25,"OH","SRQ","CVG",20,17,812,NA
"84",2007,1,26,"UA","DCA","DEN",17,36,1476,NA
"85",2007,1,11,"WN","LAX","SJC",3,-1,308,NA
"86",2007,1,4,"9E","DTW","LEX",-5,-6,296,NA
"87",2007,1,23,"B6","IAD","BOS",-2,-4,413,NA
"88",2007,1,6,"B6","SJU","MCO",21,2,1189,NA
"89",2007,1,8,"XE","DCA","CLE",-4,-13,310,NA
"90",2007,1,10,"OH","BOS","DCA",0,-2,399,NA
"91",2007,1,6,"US","SAN","LAS",-3,-1,258,NA
"92",2007,1,7,"DL","MSY","ATL",-5,-3,425,NA
"93",2007,1,11,"MQ","SAT","DAL",-8,-8,248,NA
"94",2007,1,10,"NW","DTW","GRR",0,2,120,NA
"95",2007,1,7,"WN","MDW","BNA",13,18,395,NA
"96",2007,1,17,"EV","ATL","CHA",43,26,106,NA
"97",2007,1,10,"OO","COS","LAX",26,43,833,NA
"98",2007,1,23,"OH","MIA","CVG",80,95,948,NA
"99",2007,1,16,"OO","SLC","DSM",-4,5,955,NA
"100",2007,1,31,"MQ","CID","DFW",-12,-7,685,NA
"101",2007,1,11,"9E","PFN","MEM",-3,2,417,NA
"102",2007,1,11,"AA","ORD","SFO",215,219,1846,NA
"103",2007,1,23,"AS","LGB","SEA",-8,-16,965,NA
"104",2007,1,7,"OH","CHA","CVG",18,17,278,NA
"105",2007,1,1,"MQ","RDU","BDL",4,14,532,NA
"106",2007,1,3,"OH","CVG","LGA",-1,32,585,NA
"107",2007,1,15,"US","PHL","BOS",-3,-14,280,NA
"108",2007,1,15,"CO","IAH","CMH",3,20,986,NA
"109",2007,1,23,"9E","IND","DCA",-5,-21,499,NA
"110",2007,1,20,"MQ","EWR","RDU",108,91,416,NA
"111",2007,1,16,"FL","LGA","ATL",16,17,761,NA
"112",2007,1,30,"F9","DEN","PHX",0,10,602,NA
"113",2007,1,22,"MQ","ORD","MEM",NA,NA,491,NA
"114",2007,1,2,"WN","LAS","GEG",11,4,806,NA
"115",2007,1,30,"FL","FNT","ATL",-1,8,644,NA
