"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"1",2007,11,10,"WN","MCO","BWI",5,13,787,NA
"2",2007,11,7,"MQ","DAY","ORD",-12,-19,240,NA
"3",2007,11,20,"NW","MEM","DEN",8,2,872,NA
"4",2007,11,27,"WN","PDX","PHX",9,-1,1009,NA
"5",2007,11,8,"MQ","ORD","MEM",-3,-14,491,NA
"6",2007,11,22,"DL","ATL","LAX",-3,-19,1946,NA
"7",2007,11,1,"MQ","LAX","SJC",4,12,308,NA
"8",2007,11,17,"WN","ABQ","SEA",-2,-1,1180,NA
"9",2007,11,19,"OO","ORD","HPN",194,173,738,NA
"10",2007,11,23,"OO","SLC","EKO",-8,-10,200,NA
"11",2007,11,23,"DL","BOS","CVG",-5,-15,752,NA
"12",2007,11,16,"AA","DFW","OKC",-2,6,175,NA
"13",2007,11,4,"NW","MEM","TPA",-3,-8,656,NA
"14",2007,11,9,"XE","CLE","ROC",10,15,245,NA
"15",2007,11,10,"YV","RIC","CLT",0,6,256,NA
"16",2007,11,9,"WN","SNA","SJC",24,17,342,NA
"17",2007,11,21,"XE","DEN","BIL",-5,31,455,NA
"18",2007,11,13,"UA","IAD","DEN",1,-4,1452,NA
"19",2007,11,2,"AA","ORD","SNA",NA,NA,1726,NA
"20",2007,11,12,"9E","MSP","TUL",-5,-15,616,NA
"21",2007,11,20,"NW","MEM","TPA",-1,22,656,NA
"22",2007,11,5,"MQ","ORD","FWA",101,112,157,NA
"23",2007,11,25,"AA","LAX","JFK",-1,23,2475,NA
"24",2007,11,3,"OO","DEN","MRY",-8,-30,960,NA
"25",2007,11,10,"DL","ATL","DEN",17,-5,1199,NA
"26",2007,11,20,"YV","CLT","MYR",-5,0,156,NA
"27",2007,11,15,"WN","BWI","PVD",5,4,328,NA
"28",2007,11,28,"FL","IAD","ATL",-4,-3,533,NA
"29",2007,11,13,"YV","PHX","TUS",0,-6,110,NA
"30",2007,11,14,"YV","ORD","LAN",-5,-19,179,NA
"31",2007,11,29,"XE","IAD","EWR",94,95,213,NA
"32",2007,11,16,"US","PHX","LAS",1,8,256,NA
"33",2007,11,30,"MQ","BNA","DCA",-6,-8,562,NA
"34",2007,11,30,"OO","SLC","ABQ",-1,16,493,NA
"35",2007,11,21,"OO","SFO","MRY",-7,-11,77,NA
"36",2007,11,2,"CO","EWR","RDU",-1,-2,416,NA
"37",2007,11,30,"MQ","SNA","SJC",10,7,342,NA
"38",2007,11,19,"NW","SYR","DTW",-4,-5,374,NA
"39",2007,11,17,"YV","PHX","AUS",28,25,872,NA
"40",2007,11,5,"OO","LAX","SNA",28,30,36,NA
"41",2007,11,27,"DL","ATL","DFW",4,-5,732,NA
"42",2007,11,4,"NW","BNA","DTW",-1,0,457,NA
"43",2007,11,6,"UA","SFO","SAN",-3,7,447,NA
"44",2007,11,14,"OO","PDX","MFR",-4,-5,222,NA
"45",2007,11,2,"US","PHX","PHL",-5,-24,2075,NA
"46",2007,11,11,"B6","PBI","BOS",-10,-17,1197,NA
"47",2007,11,18,"OO","DEN","GJT",-7,-16,212,NA
"48",2007,11,1,"WN","LAX","BNA",13,4,1797,NA
"49",2007,11,21,"DL","PHX","ATL",-3,0,1587,NA
"50",2007,11,13,"CO","AUS","EWR",-11,-21,1504,NA
