"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"1",2007,9,18,"UA","DEN","SMF",-3,2,909,NA
"2",2007,9,26,"UA","DEN","SJC",-3,-12,949,NA
"3",2007,9,12,"EV","ATL","MOB",54,50,302,NA
"4",2007,9,15,"9E","MEM","BTR",-4,-7,319,NA
"5",2007,9,9,"MQ","GGG","DFW",NA,NA,140,NA
"6",2007,9,17,"AA","DCA","MIA",-4,-6,920,NA
"7",2007,9,5,"WN","PDX","PHX",0,-5,1009,NA
"8",2007,9,28,"YV","PHX","FLG",0,-13,119,NA
"9",2007,9,20,"MQ","GSP","ORD",10,-9,577,NA
"10",2007,9,7,"US","SJC","PHX",-5,7,622,NA
"11",2007,9,5,"DL","CVG","SAN",-2,-2,1865,NA
"12",2007,9,1,"9E","XNA","DTW",-5,-23,716,NA
"13",2007,9,2,"MQ","RDU","BOS",-9,-10,612,NA
"14",2007,9,3,"OH","JFK","SYR",-10,-30,209,NA
"15",2007,9,10,"9E","PIT","DTW",-4,9,201,NA
"16",2007,9,12,"WN","IND","MDW",0,10,162,NA
"17",2007,9,6,"US","PHX","MKE",-2,-12,1460,NA
"18",2007,9,4,"US","PHX","BUR",-9,-11,369,NA
"19",2007,9,5,"XE","LAX","PDX",0,-18,834,NA
"20",2007,9,13,"UA","ORD","BDL",-2,0,783,NA
"21",2007,9,4,"9E","DTW","AUS",-3,11,1149,NA
"22",2007,9,25,"FL","BWI","DAY",-4,-9,406,NA
"23",2007,9,28,"WN","BDL","BWI",56,57,283,NA
"24",2007,9,24,"FL","ATL","TPA",-2,-1,406,NA
"25",2007,9,18,"US","SJC","PHX",-4,-8,622,NA
"26",2007,9,22,"WN","MDW","CLE",-3,-22,307,NA
"27",2007,9,23,"AA","TPA","DFW",22,18,929,NA
"28",2007,9,16,"OH","CVG","SAV",9,10,515,NA
"29",2007,9,6,"WN","CLE","MDW",28,19,307,NA
"30",2007,9,15,"UA","ORD","IND",-1,-10,177,NA
"31",2007,9,17,"NW","DTW","MSP",-2,3,528,NA
"32",2007,9,4,"CO","IAH","MSP",-3,-16,1034,NA
"33",2007,9,15,"CO","EWR","LAX",-4,-3,2454,NA
"34",2007,9,5,"XE","IAH","BNA",11,2,657,NA
"35",2007,9,1,"YV","PHX","ELP",-3,-7,347,NA
"36",2007,9,24,"YV","IAD","GSP",-6,-10,383,NA
"37",2007,9,20,"UA","LGA","DEN",-5,-23,1619,NA
"38",2007,9,27,"AQ","LIH","HNL",-11,-14,102,NA
"39",2007,9,21,"EV","CVG","LAN",26,30,258,NA
"40",2007,9,2,"MQ","OMA","ORD",-8,-6,416,NA
"41",2007,9,4,"XE","CLE","RDU",-9,-7,416,NA
"42",2007,9,6,"NW","RSW","MSP",-12,-7,1416,NA
"43",2007,9,2,"YV","ORD","CAK",48,39,344,NA
"44",2007,9,21,"CO","SEA","IAH",-4,-9,1874,NA
"45",2007,9,16,"FL","ATL","DFW",1,-18,732,NA
"46",2007,9,12,"US","PHL","FLL",15,-1,992,NA
"47",2007,9,18,"WN","LAX","OAK",0,-8,337,NA
"48",2007,9,21,"AA","STL","BOS",-4,0,1046,NA
"49",2007,9,13,"F9","MEM","DEN",-9,-16,872,NA
"50",2007,9,13,"US","PHL","SAN",-3,-9,2369,NA
"51",2007,9,9,"NW","CLT","DTW",-6,-12,500,NA
"52",2007,9,22,"FL","ATL","IND",30,18,432,NA
"53",2007,9,5,"WN","LAX","RNO",0,-6,390,NA
"54",2007,9,20,"XE","SMF","BFL",-9,-9,265,NA
"55",2007,9,11,"MQ","SDF","LGA",146,150,658,NA
"56",2007,9,25,"WN","FLL","JAX",2,1,318,NA
"57",2007,9,14,"WN","MDW","CMH",-4,-7,284,NA
"58",2007,9,20,"NW","DTW","MCO",-3,16,957,NA
"59",2007,9,30,"OO","DEN","BHM",-7,0,1083,NA
"60",2007,9,27,"YV","ORD","CLT",-7,-7,599,NA
"61",2007,9,26,"YV","ORD","AUS",0,-2,978,NA
"62",2007,9,28,"NW","DTW","DCA",-5,3,405,NA
"63",2007,9,4,"WN","FLL","TPA",39,34,197,NA
"64",2007,9,18,"UA","SAN","ORD",-4,-14,1723,NA
"65",2007,9,25,"B6","FLL","EWR",-9,-14,1065,NA
"66",2007,9,15,"AS","RNO","SEA",-2,-10,564,NA
"67",2007,9,30,"AS","SEA","MIA",89,94,2724,NA
"68",2007,9,13,"UA","DEN","SNA",-2,-2,846,NA
"69",2007,9,25,"B6","BOS","SEA",46,55,2496,NA
"70",2007,9,4,"XE","CLE","RDU",13,14,416,NA
"71",2007,9,20,"F9","DTW","DEN",-4,-4,1123,NA
"72",2007,9,11,"WN","IND","BWI",9,8,515,NA
"73",2007,9,25,"US","CLT","IND",-5,0,428,NA
"74",2007,9,8,"XE","IAH","BRO",0,-7,308,NA
"75",2007,9,29,"AA","DFW","COS",-9,-19,592,NA
"76",2007,9,14,"NW","MSP","TUS",-3,3,1298,NA
"77",2007,9,8,"WN","HOU","MDW",11,9,937,NA
"78",2007,9,24,"OH","CVG","SAT",0,-1,1024,NA
"79",2007,9,6,"OO","RDD","SFO",-1,1,199,NA
"80",2007,9,30,"HA","SJC","HNL",0,10,2416,NA
"81",2007,9,9,"UA","BDL","IAD",-8,-12,326,NA
"82",2007,9,5,"WN","MCI","BNA",0,0,491,NA
"83",2007,9,17,"US","CLT","PBI",-3,-10,590,NA
"84",2007,9,18,"OH","JAX","BOS",-10,-16,1011,NA
"85",2007,9,15,"US","DTW","PHX",-4,7,1671,NA
"86",2007,9,8,"CO","IAH","DTW",-4,-28,1076,NA
"87",2007,9,21,"DL","LAX","BOS",-8,16,2611,NA
"88",2007,9,24,"OO","EUG","DEN",-4,-8,997,NA
"89",2007,9,17,"AA","DFW","MIA",0,-4,1121,NA
"90",2007,9,26,"XE","PIT","IAH",-9,-11,1117,NA
"91",2007,9,30,"F9","IAH","DEN",-8,3,862,NA
"92",2007,9,30,"MQ","DCA","RDU",5,13,227,NA
"93",2007,9,13,"9E","SUX","MSP",-4,-8,234,NA
"94",2007,9,13,"NW","DTW","AZO",-4,13,113,NA
"95",2007,9,4,"CO","IAH","LGA",2,-7,1416,NA
"96",2007,9,3,"US","CLT","ORD",3,-5,599,NA
"97",2007,9,9,"AA","DFW","TUL",-5,-10,237,NA
"98",2007,9,2,"OO","ORD","SYR",-8,-25,607,NA
"99",2007,9,6,"OO","ORD","PIA",-7,-14,130,NA
"100",2007,9,19,"WN","MDW","SEA",5,3,1733,NA
"101",2007,9,23,"OO","ORD","DAY",-5,-11,240,NA
"102",2007,9,19,"NW","ORD","MSP",11,4,334,NA
"103",2007,9,27,"NW","MCI","DTW",-2,-2,629,NA
"104",2007,9,3,"AA","DFW","DCA",0,-5,1192,NA
"105",2007,9,18,"MQ","DSM","DFW",-5,-9,624,NA
"106",2007,9,28,"AA","LAX","MIA",2,-5,2342,NA
"107",2007,9,25,"OH","ALB","CVG",NA,NA,623,NA
"108",2007,9,14,"UA","IAH","SFO",-7,-19,1635,NA
"109",2007,9,7,"UA","SFO","PHX",-7,-16,651,NA
"110",2007,9,2,"US","PHX","DCA",13,12,1979,NA
"111",2007,9,21,"WN","BWI","JAN",-4,-22,888,NA
"112",2007,9,8,"YV","CLT","CHS",NA,NA,168,NA
"113",2007,9,19,"AA","LAX","JFK",0,23,2475,NA
"114",2007,9,24,"AS","PDX","BOS",-4,8,2537,NA
"115",2007,9,21,"AA","IND","DFW",7,-13,762,NA
"116",2007,9,16,"EV","OKC","ATL",6,-10,761,NA
"117",2007,9,9,"MQ","ORD","GRR",-1,-10,137,NA
"118",2007,9,20,"NW","IND","DTW",-3,-11,231,NA
"119",2007,9,12,"F9","DEN","SFO",21,27,967,NA
"120",2007,9,15,"CO","IAH","SAT",-3,-17,191,NA
"121",2007,9,5,"MQ","JFK","DCA",-6,-31,213,NA
"122",2007,9,5,"OO","FAT","SFO",19,13,158,NA
"123",2007,9,11,"DL","RSW","CVG",NA,NA,879,NA
"124",2007,9,6,"EV","ATL","MDW",-1,16,590,NA
"125",2007,9,26,"WN","FLL","MCO",-2,-7,178,NA
"126",2007,9,21,"MQ","BOS","JFK",4,-6,187,NA
"127",2007,9,26,"FL","ATL","BWI",0,-8,576,NA
"128",2007,9,21,"WN","DAL","AUS",-1,-9,189,NA
"129",2007,9,7,"NW","LAX","DTW",-4,-3,1979,NA
"130",2007,9,21,"WN","DAL","SAT",-2,-3,248,NA
"131",2007,9,29,"EV","MYR","ATL",-10,0,317,NA
"132",2007,9,25,"OO","ORD","IAH",180,185,925,NA
"133",2007,9,5,"F9","SMF","DEN",0,-5,909,NA
"134",2007,9,25,"XE","EWR","GSP",36,-15,594,NA
"135",2007,9,19,"OO","ORD","MKE",5,9,67,NA
"136",2007,9,27,"DL","RDU","ATL",-11,-22,356,NA
"137",2007,9,14,"WN","MCO","BUF",-1,-9,1011,NA
"138",2007,9,18,"UA","SFO","ORD",10,-7,1846,NA
"139",2007,9,2,"9E","PIA","DTW",-12,-34,346,NA
"140",2007,9,16,"AA","JFK","LAX",-1,-15,2475,NA
"141",2007,9,12,"YV","LAX","LAS",-5,-9,236,NA
"142",2007,9,1,"US","CLT","MCO",10,21,468,NA
"143",2007,9,20,"WN","TUS","LAS",3,8,365,NA
"144",2007,9,29,"AA","ORD","MSY",-2,4,837,NA
"145",2007,9,28,"9E","DTW","JAN",-3,-17,777,NA
"146",2007,9,21,"WN","BUR","PHX",11,2,369,NA
"147",2007,9,18,"DL","CVG","MCO",-7,-21,756,NA
"148",2007,9,22,"OO","PSP","LAX",-10,-1,110,NA
"149",2007,9,29,"OO","MOD","SFO",-10,-18,78,NA
"150",2007,9,10,"WN","SAN","OAK",17,7,446,NA
"151",2007,9,14,"CO","FLL","EWR",-5,-8,1065,NA
"152",2007,9,29,"CO","JAX","EWR",-11,-1,821,NA
"153",2007,9,25,"AA","LGA","MIA",-2,-20,1097,NA
"154",2007,9,18,"CO","EWR","MCI",-5,-3,1092,NA
"155",2007,9,16,"XE","IAH","BHM",-5,-20,562,NA
"156",2007,9,8,"CO","EWR","SAN",24,30,2425,NA
"157",2007,9,16,"OO","MCI","PIT",29,17,773,NA
"158",2007,9,25,"AA","DFW","SFO",-4,-2,1464,NA
"159",2007,9,23,"XE","CLE","ABE",-5,-7,339,NA
"160",2007,9,13,"OO","SLC","BIL",-5,-1,387,NA
"161",2007,9,27,"AA","JFK","SEA",220,245,2421,NA
"162",2007,9,21,"NW","OMA","MEM",1,0,538,NA
"163",2007,9,29,"NW","TUS","MSP",1,-7,1298,NA
"164",2007,9,9,"EV","ATL","TYS",-1,-4,152,NA
"165",2007,9,18,"FL","ATL","MSY",1,-4,425,NA
"166",2007,9,5,"AA","RSW","DFW",6,16,1017,NA
"167",2007,9,28,"AA","LAS","DFW",12,12,1055,NA
"168",2007,9,13,"WN","LAS","SAN",1,-13,258,NA
"169",2007,9,7,"OH","PHL","JFK",15,20,94,NA
"170",2007,9,13,"DL","ATL","PHL",65,67,665,NA
"171",2007,9,15,"UA","SFO","DEN",127,110,967,NA
"172",2007,9,5,"XE","IAH","MFE",-1,-12,316,NA
"173",2007,9,7,"EV","PFN","ATL",-4,-32,247,NA
"174",2007,9,26,"OH","SYR","CVG",-7,-6,527,NA
"175",2007,9,4,"B6","PBI","JFK",-2,-2,1028,NA
"176",2007,9,25,"NW","ORD","MEM",NA,NA,491,NA
"177",2007,9,12,"CO","EWR","PDX",-3,-9,2433,NA
"178",2007,9,6,"MQ","SJC","LAX",-6,-2,308,NA
"179",2007,9,6,"UA","DEN","IND",140,141,977,NA
"180",2007,9,1,"WN","DAL","SAT",-1,-4,248,NA
"181",2007,9,26,"MQ","MLU","DFW",-1,-4,293,NA
"182",2007,9,22,"EV","ATL","PFN",-6,3,247,NA
"183",2007,9,28,"NW","BWI","DTW",-8,-15,408,NA
"184",2007,9,3,"MQ","LGA","BOS",-7,-7,185,NA
"185",2007,9,29,"9E","CLE","MSP",197,197,622,NA
"186",2007,9,7,"MQ","EVV","ORD",100,177,273,NA
"187",2007,9,28,"OO","SGU","SLC",-2,-5,269,NA
"188",2007,9,21,"FL","ATL","FLL",-1,2,581,NA
"189",2007,9,13,"NW","DTW","MKE",-4,-5,238,NA
"190",2007,9,24,"US","PHX","PIT",0,-18,1813,NA
"191",2007,9,17,"XE","JAX","EWR",-2,-28,821,NA
"192",2007,9,24,"WN","PVD","BWI",31,31,328,NA
"193",2007,9,4,"WN","RNO","LAX",-1,-13,390,NA
"194",2007,9,18,"WN","GEG","BOI",-5,-9,287,NA
"195",2007,9,16,"AA","LGA","DFW",-6,-12,1389,NA
"196",2007,9,29,"EV","ATL","ICT",-6,-18,781,NA
"197",2007,9,10,"NW","MKE","MSP",-1,-10,297,NA
"198",2007,9,23,"AS","SEA","BUR",-9,-5,937,NA
"199",2007,9,14,"WN","SJC","LAS",4,-2,387,NA
"200",2007,9,5,"DL","BOS","LGA",0,2,185,NA
"201",2007,9,26,"OO","ONT","SFO",-7,-23,363,NA
"202",2007,9,21,"US","JFK","PHX",-4,-9,2153,NA
"203",2007,9,15,"FL","STL","MCO",-4,-10,880,NA
"204",2007,9,29,"B6","IAD","LGB",-9,-16,2277,NA
"205",2007,9,12,"WN","LAX","SJC",25,25,308,NA
"206",2007,9,16,"XE","CVG","IAH",-6,-28,871,NA
"207",2007,9,25,"AA","MSP","ORD",66,97,334,NA
"208",2007,9,5,"WN","OAK","LAX",0,3,337,NA
"209",2007,9,18,"OO","SBA","LAX",-7,-10,89,NA
"210",2007,9,20,"DL","MEM","ATL",-2,5,332,NA
"211",2007,9,23,"9E","DTW","LAN",-4,-16,74,NA
"212",2007,9,4,"WN","SAT","HOU",-1,2,192,NA
"213",2007,9,14,"OO","HLN","SLC",-7,12,402,NA
"214",2007,9,29,"OO","ORD","AZO",-6,10,122,NA
"215",2007,9,10,"WN","LAS","RNO",-5,-8,345,NA
"216",2007,9,22,"OO","OKC","ORD",-10,-21,693,NA
"217",2007,9,30,"CO","EWR","IAH",-1,-27,1400,NA
"218",2007,9,20,"DL","SEA","SLC",1,-6,689,NA
"219",2007,9,25,"UA","ORD","BWI",15,35,622,NA
"220",2007,9,26,"F9","PDX","DEN",5,-3,991,NA
"221",2007,9,11,"WN","LBB","AUS",-2,2,341,NA
"222",2007,9,12,"WN","BUR","OAK",-2,-4,325,NA
"223",2007,9,29,"9E","PNS","MEM",-5,2,355,NA
"224",2007,9,13,"UA","DEN","MCO",-1,9,1546,NA
"225",2007,9,27,"EV","EWN","ATL",-5,-8,433,NA
"226",2007,9,9,"WN","BNA","JAX",1,-7,484,NA
"227",2007,9,30,"FL","ROC","ATL",89,74,749,NA
"228",2007,9,23,"WN","DAL","SAT",24,29,248,NA
"229",2007,9,4,"MQ","LGA","CLT",-5,16,544,NA
"230",2007,9,26,"YV","DRO","DEN",-12,-17,251,NA
"231",2007,9,11,"NW","MSP","ORD",26,60,334,NA
"232",2007,9,21,"WN","SJC","ONT",65,60,334,NA
"233",2007,9,8,"EV","ATL","ICT",17,20,781,NA
"234",2007,9,30,"XE","MRY","SAN",9,8,376,NA
"235",2007,9,14,"DL","SLC","SAN",5,9,626,NA
"236",2007,9,2,"NW","MEM","VPS",-5,17,373,NA
"237",2007,9,29,"UA","LAX","HNL",-2,-12,2556,NA
"238",2007,9,13,"9E","SHV","MEM",11,14,285,NA
"239",2007,9,2,"AA","DFW","LAX",-2,-11,1235,NA
"240",2007,9,18,"AA","LAX","DFW",-4,0,1235,NA
"241",2007,9,15,"OO","SFO","CEC",-1,-7,304,NA
"242",2007,9,13,"WN","PDX","LAS",2,-4,762,NA
"243",2007,9,25,"WN","LAX","LAS",1,-2,236,NA
"244",2007,9,16,"XE","IAH","CVG",1,-20,871,NA
"245",2007,9,10,"DL","PHL","ATL",-2,0,665,NA
"246",2007,9,19,"NW","MEM","MSY",-8,3,349,NA
"247",2007,9,21,"MQ","MIA","IAD",-4,-9,921,NA
"248",2007,9,16,"OH","LGA","RDU",-6,0,431,NA
"249",2007,9,18,"OO","LAX","SGU",-6,-4,348,NA
"250",2007,9,21,"US","CLT","PHL",3,-15,448,NA
"251",2007,9,12,"OH","CVG","CAK",-3,-5,214,NA
"252",2007,9,10,"XE","CLT","CLE",-8,-9,430,NA
"253",2007,9,1,"AS","SEA","GEG",14,13,224,NA
"254",2007,9,10,"WN","SJC","LAX",0,-5,308,NA
"255",2007,9,18,"AA","LAX","ORD",17,19,1745,NA
"256",2007,9,23,"YV","BFL","PHX",5,21,425,NA
"257",2007,9,29,"DL","ATL","HNL",17,21,4502,NA
"258",2007,9,13,"WN","MDW","SFO",-6,-13,1855,NA
"259",2007,9,20,"DL","LGA","ATL",24,28,761,NA
"260",2007,9,26,"WN","STL","TUL",20,16,351,NA
"261",2007,9,28,"WN","PVD","BWI",2,3,328,NA
"262",2007,9,6,"MQ","DFW","SGF",34,42,364,NA
"263",2007,9,14,"WN","MDW","RSW",12,-1,1105,NA
"264",2007,9,1,"US","CLT","MSY",-3,-1,651,NA
"265",2007,9,14,"9E","MEM","MOB",15,12,317,NA
"266",2007,9,23,"UA","MDT","ORD",11,1,594,NA
"267",2007,9,10,"OO","PIH","SLC",-8,0,150,NA
"268",2007,9,16,"DL","SLC","ONT",45,46,558,NA
"269",2007,9,10,"YV","ORF","IAD",-10,-21,157,NA
"270",2007,9,6,"AA","ORD","PDX",-2,50,1739,NA
"271",2007,9,6,"NW","DTW","CLT",-5,4,500,NA
"272",2007,9,11,"WN","SAN","LAS",0,3,258,NA
"273",2007,9,13,"XE","BHM","MSY",-6,-12,321,NA
"274",2007,9,13,"AA","DFW","BUR",-3,-14,1231,NA
"275",2007,9,17,"MQ","DFW","FWA",-4,-9,859,NA
"276",2007,9,22,"XE","STL","EWR",-8,-17,872,NA
"277",2007,9,1,"FL","ATL","IAD",3,-3,533,NA
"278",2007,9,20,"MQ","ORD","BNA",16,12,409,NA
"279",2007,9,1,"US","SFO","LAS",-4,-6,414,NA
"280",2007,9,12,"US","CLT","SJU",-2,10,1474,NA
"281",2007,9,25,"YV","ILM","CLT",-10,0,185,NA
"282",2007,9,25,"US","LAS","PHX",-6,-14,256,NA
"283",2007,9,21,"NW","DTW","MEM",77,74,610,NA
"284",2007,9,9,"WN","SNA","SMF",4,0,404,NA
"285",2007,9,17,"DL","LGA","FLL",-4,36,1076,NA
"286",2007,9,21,"FL","MCO","MKE",-5,-8,1066,NA
"287",2007,9,18,"MQ","LGA","DTW",-6,-6,501,NA
"288",2007,9,6,"US","PBI","PHL",1,-3,951,NA
"289",2007,9,23,"WN","PDX","SMF",1,-7,479,NA
"290",2007,9,6,"DL","PHL","SLC",19,4,1926,NA
"291",2007,9,3,"DL","ATL","TYS",-3,-13,152,NA
"292",2007,9,30,"MQ","FNT","ORD",-6,-1,223,NA
"293",2007,9,17,"XE","LAX","OAK",108,102,337,NA
"294",2007,9,2,"XE","SAT","MSY",6,-7,495,NA
"295",2007,9,23,"AA","ORD","LAX",0,13,1745,NA
"296",2007,9,20,"UA","OAK","ORD",2,-23,1836,NA
"297",2007,9,26,"AA","ORD","MSP",3,-15,334,NA
"298",2007,9,2,"AA","DCA","MIA",-12,-2,920,NA
"299",2007,9,26,"OO","SAT","ORD",7,15,1041,NA
"300",2007,9,30,"EV","HSV","ATL",-3,-12,151,NA
"301",2007,9,11,"FL","PHL","MCO",NA,NA,861,NA
"302",2007,9,2,"AA","RIC","DFW",-5,-17,1158,NA
"303",2007,9,14,"UA","ABQ","IAD",7,-5,1628,NA
"304",2007,9,24,"YV","LGB","PHX",-5,-5,355,NA
"305",2007,9,14,"YV","DTW","IAD",-2,-17,383,NA
"306",2007,9,19,"WN","MHT","BWI",-4,-12,377,NA
"307",2007,9,10,"EV","OAJ","ATL",-4,-27,399,NA
