"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"1",2008,3,28,"CO","EWR","BOS",18,25,200,NA
"2",2008,3,27,"MQ","DFW","MOB",-3,3,540,NA
"3",2008,3,2,"AA","COS","DFW",-3,4,592,NA
"4",2008,3,22,"MQ","AEX","DFW",-4,-8,285,NA
"5",2008,3,18,"FL","GPT","TPA",-1,-1,429,NA
"6",2008,3,19,"YV","CLT","IAD",-4,-13,321,NA
"7",2008,3,8,"DL","ATL","MIA",0,21,595,NA
"8",2008,3,9,"9E","LIT","MSP",6,5,703,NA
"9",2008,3,5,"B6","BUR","JFK",-6,-15,2465,NA
"10",2008,3,6,"CO","IAH","TUS",-3,-5,936,NA
"11",2008,3,8,"DL","ATL","EWR",39,84,745,NA
"12",2008,3,27,"UA","MHT","ORD",257,265,843,NA
"13",2008,3,15,"UA","DEN","BOS",60,51,1754,NA
"14",2008,3,9,"WN","BUF","MCO",4,19,1011,NA
"15",2008,3,14,"XE","MKE","EWR",33,28,725,NA
"16",2008,3,26,"XE","BHM","EWR",46,62,850,NA
"17",2008,3,24,"EV","GTR","ATL",156,167,241,NA
"18",2008,3,12,"AA","STL","DFW",-2,8,551,NA
"19",2008,3,20,"MQ","GRB","ORD",-2,-8,174,NA
"20",2008,3,18,"OO","DEN","PSC",-3,-5,852,NA
"21",2008,3,22,"WN","DAL","SAT",-3,-4,248,NA
"22",2008,3,26,"DL","PBI","LGA",-3,4,1035,NA
"23",2008,3,3,"CO","IAH","DCA",-3,-7,1208,NA
"24",2008,3,25,"MQ","JAN","DFW",21,19,408,NA
"25",2008,3,18,"XE","IAH","MKE",117,112,984,NA
"26",2008,3,14,"XE","SAN","FAT",-2,-11,314,NA
"27",2008,3,10,"WN","SFO","MDW",-2,-6,1855,NA
"28",2008,3,17,"WN","LAS","MDW",14,2,1521,NA
"29",2008,3,26,"UA","BWI","ORD",-2,-3,622,NA
"30",2008,3,27,"WN","ELP","PHX",33,30,347,NA
"31",2008,3,16,"YV","ASE","PHX",-10,7,491,NA
"32",2008,3,17,"WN","LAS","SJC",14,9,387,NA
"33",2008,3,22,"WN","HOU","MCO",-1,-3,848,NA
"34",2008,3,9,"WN","GEG","LAS",1,-11,806,NA
"35",2008,3,5,"MQ","CLT","ORD",10,0,599,NA
"36",2008,3,13,"OO","ORD","CRW",-11,-15,416,NA
"37",2008,3,6,"OO","DRO","DEN",-8,-8,251,NA
