"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"1",2008,9,24,"EV","ATL","TRI",-6,-19,227,NA
"2",2008,9,18,"EV","ATL","DAB",-4,-12,366,NA
"3",2008,9,14,"OO","SLC","WYS",0,-3,273,NA
"4",2008,9,27,"OO","ORD","SAT",-3,13,1041,NA
"5",2008,9,20,"OO","DEN","LNK",-5,-12,423,NA
"6",2008,9,13,"CO","TPA","IAH",NA,NA,787,NA
"7",2008,9,30,"US","SJC","PHX",81,74,622,NA
"8",2008,9,24,"WN","MDW","SDF",31,24,271,NA
"9",2008,9,5,"MQ","TYS","DFW",5,11,772,NA
"10",2008,9,8,"HA","HNL","KOA",-7,-8,163,NA
"11",2008,9,1,"FL","FLL","PHF",-4,-7,792,NA
"12",2008,9,22,"OO","SLC","ACV",-10,10,635,NA
"13",2008,9,17,"UA","SFO","DEN",-6,1,967,NA
"14",2008,9,27,"FL","DAY","MCO",-5,-6,808,NA
"15",2008,9,10,"US","PHX","CLT",2,16,1774,NA
"16",2008,9,19,"DL","MIA","ATL",52,55,595,NA
"17",2008,9,24,"MQ","TUL","DFW",-5,-2,237,NA
"18",2008,9,20,"OO","SFO","SLC",-1,-8,599,NA
"19",2008,9,18,"OO","SEA","PDX",0,-2,129,NA
"20",2008,9,21,"DL","ATL","BUF",-3,-10,712,NA
"21",2008,9,3,"B6","LAS","LGB",-5,-18,231,NA
"22",2008,9,13,"YV","ITO","HNL",-5,-4,216,NA
"23",2008,9,9,"AA","ORD","SAN",7,2,1723,NA
"24",2008,9,12,"AA","BOS","ORD",11,101,867,NA
"25",2008,9,26,"AA","EWR","MIA",45,61,1086,NA
"26",2008,9,28,"YV","PHX","PSP",-10,-13,261,NA
"27",2008,9,5,"9E","MEM","XNA",-6,-9,258,NA
"28",2008,9,16,"AA","ORD","EWR",-4,-10,719,NA
"29",2008,9,4,"NW","BOS","DTW",-10,-16,632,NA
"30",2008,9,14,"XE","DTW","EWR",52,49,487,NA
"31",2008,9,26,"WN","CLE","STL",28,12,487,NA
"32",2008,9,13,"UA","SFO","LAX",-6,-20,337,NA
"33",2008,9,19,"AA","DFW","BOS",-2,-13,1562,NA
"34",2008,9,23,"B6","JFK","ORD",-9,-33,740,NA
"35",2008,9,6,"AA","ORD","LGA",-5,-8,733,NA
"36",2008,9,5,"XE","GSP","IAH",-2,-17,838,NA
"37",2008,9,27,"DL","SAN","SLC",-12,-8,626,NA
"38",2008,9,27,"NW","SEA","MSP",-4,-14,1399,NA
"39",2008,9,11,"DL","CVG","SAN",3,10,1865,NA
"40",2008,9,11,"MQ","CVG","DFW",0,-12,812,NA
"41",2008,9,22,"DL","RIC","ATL",0,-17,481,NA
"42",2008,9,22,"AS","OAK","SEA",-9,-1,671,NA
"43",2008,9,1,"NW","MSP","LAX",-4,-15,1536,NA
"44",2008,9,7,"WN","BWI","MCO",-5,-13,787,NA
"45",2008,9,6,"YV","CLT","IAD",155,142,321,NA
"46",2008,9,28,"MQ","DAY","ORD",-11,-21,240,NA
"47",2008,9,4,"XE","DTW","EWR",-2,-26,487,NA
"48",2008,9,10,"MQ","ORD","BDL",-1,-10,783,NA
"49",2008,9,20,"DL","ATL","DTW",8,-9,594,NA
"50",2008,9,11,"DL","ATL","MCI",-3,-10,692,NA
"51",2008,9,3,"DL","SAT","ATL",-9,-2,874,NA
"52",2008,9,28,"UA","LAX","DEN",-3,-7,862,NA
"53",2008,9,18,"FL","LGA","ATL",29,12,761,NA
"54",2008,9,18,"WN","DAL","SAT",0,-4,248,NA
"55",2008,9,16,"DL","ATL","SFO",4,-10,2139,NA
"56",2008,9,13,"WN","PIT","BWI",5,-6,210,NA
"57",2008,9,14,"9E","EVV","MEM",-5,1,247,NA
"58",2008,9,11,"AA","JAX","DFW",-7,-18,919,NA
"59",2008,9,1,"OO","SLC","MSO",9,16,436,NA
"60",2008,9,15,"US","DCA","LGA",-3,-8,214,NA
"61",2008,9,11,"CO","IAH","SAT",23,7,191,NA
"62",2008,9,16,"YV","IAD","BTV",-1,-16,442,NA
"63",2008,9,26,"EV","ICT","ATL",-7,-22,781,NA
"64",2008,9,3,"WN","SAN","SMF",-2,-3,480,NA
"65",2008,9,5,"NW","IAD","DTW",-7,-13,383,NA
"66",2008,9,27,"NW","MSP","SAN",-2,-26,1532,NA
"67",2008,9,16,"DL","ORD","ATL",22,17,606,NA
"68",2008,9,14,"NW","DTW","BDL",-3,7,548,NA
"69",2008,9,29,"US","IAH","CLT",7,4,913,NA
"70",2008,9,23,"WN","SFO","DEN",0,0,967,NA
"71",2008,9,16,"B6","EWR","RSW",-9,5,1068,NA
"72",2008,9,16,"HA","KOA","HNL",-9,-4,163,NA
"73",2008,9,25,"AA","ATL","ORD",-4,-3,606,NA
"74",2008,9,30,"AA","DFW","DCA",-2,-2,1192,NA
"75",2008,9,12,"OO","FAT","SLC",-2,-10,501,NA
"76",2008,9,17,"OO","DEN","GJT",-7,2,212,NA
"77",2008,9,4,"UA","MSP","DEN",-2,31,680,NA
"78",2008,9,11,"EV","OAJ","ATL",-9,-10,399,NA
"79",2008,9,4,"OO","ORD","DFW",-3,5,802,NA
"80",2008,9,25,"WN","LAS","SMF",-1,-3,397,NA
"81",2008,9,25,"WN","SJC","SEA",-6,-13,696,NA
"82",2008,9,14,"CO","MSY","IAH",NA,NA,305,NA
"83",2008,9,1,"WN","SMF","ONT",13,14,390,NA
"84",2008,9,9,"NW","MCI","MSP",-11,-17,393,NA
"85",2008,9,26,"B6","TPA","JFK",90,75,1005,NA
"86",2008,9,10,"US","PHX","LAX",-5,47,370,NA
"87",2008,9,23,"YV","SBN","ORD",-10,-8,84,NA
"88",2008,9,14,"9E","AVL","DTW",-3,-9,470,NA
"89",2008,9,18,"US","CLT","MCO",0,8,468,NA
"90",2008,9,4,"9E","BDL","IND",-6,-23,728,NA
"91",2008,9,3,"WN","PIT","MCO",-4,-17,834,NA
"92",2008,9,25,"AS","SEA","KTN",-1,-9,680,NA
"93",2008,9,7,"MQ","ALB","ORD",-8,-5,723,NA
"94",2008,9,18,"9E","MEM","SAV",-4,-8,545,NA
"95",2008,9,24,"OO","MSN","ORD",-7,-4,109,NA
"96",2008,9,9,"AA","MIA","LGA",4,28,1097,NA
"97",2008,9,7,"WN","BUR","SMF",1,-4,358,NA
"98",2008,9,15,"EV","EWN","ATL",-4,7,433,NA
"99",2008,9,15,"UA","SNA","ORD",-2,-6,1726,NA
