"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"2797",2008,1,8,"AA","LAX",-4,-10,2342,NA
"2798",2008,1,26,"OH","BOS",0,-11,187,NA
"2799",2008,1,4,"FL","MEM",-2,1,332,NA
"2800",2008,1,22,"WN","SJC",0,-3,387,NA
"2801",2008,1,29,"B6","BOS",-9,-23,396,NA
"2802",2008,1,29,"YV","RNO",-5,-4,601,NA
"2803",2008,1,20,"9E","STL",0,-1,449,NA
"2804",2008,1,30,"WN","DEN",-4,-12,1024,NA
"2805",2008,1,19,"MQ","DFW",26,22,181,NA
"2806",2008,1,18,"WN","HOU",-1,-6,419,NA
"2807",2008,1,2,"CO","IAH",-4,7,1034,NA
"2808",2008,1,7,"WN","LAS",-3,-10,2155,NA
"2809",2008,1,4,"WN","OKC",3,13,833,NA
"2810",2008,1,13,"US","ORD",28,-7,1515,NA
"2811",2008,1,22,"US","PHL",-2,-9,196,NA
"2812",2008,1,19,"WN","OAK",3,-7,723,NA
"2813",2008,1,27,"US","PHX",76,82,256,NA
"2814",2008,1,2,"US","CLT",14,26,156,NA
"2815",2008,1,30,"B6","JFK",27,28,2430,NA
"2816",2008,1,22,"AA","STL",-4,-8,667,NA
"2817",2008,1,18,"WN","MCO",-2,-18,1050,NA
"2818",2008,1,5,"B6","BOS",16,4,1197,NA
"2819",2008,1,25,"B6","JFK",-5,-11,1041,NA
"2820",2008,1,18,"FL","ATL",9,1,1891,NA
"2821",2008,1,13,"UA","SNA",333,322,1726,NA
"2822",2008,1,11,"WN","SLC",-2,-13,390,NA
"2823",2008,1,9,"OO","SLC",50,124,599,NA
"2824",2008,1,1,"OO","SFO",2,2,78,NA
"2825",2008,1,22,"DL","LAS",-3,-42,2248,NA
"2826",2008,1,25,"WN","LAS",8,3,256,NA
"2827",2008,1,10,"WN","OMA",15,28,423,NA
"2828",2008,1,27,"MQ","GRK",NA,NA,134,NA
"2829",2008,1,25,"OO","SFO",176,185,77,NA
"2830",2008,1,6,"AA","DFW",19,12,631,NA
"2831",2008,1,17,"AA","IAD",55,74,1172,NA
"2832",2008,1,13,"MQ","ORD",-1,-9,810,NA
"2833",2008,1,21,"OO","SLC",53,67,150,NA
"2834",2008,1,7,"US","PHX",52,57,601,NA
"2835",2008,1,2,"9E","OMA",38,24,538,NA
"2836",2008,1,20,"MQ","DFW",-6,-16,158,NA
"2837",2008,1,2,"UA","JFK",139,136,2475,NA
"2838",2008,1,25,"WN","DAL",-3,-12,461,NA
"2839",2008,1,3,"US","CLT",68,47,544,NA
"2840",2008,1,14,"AS","SEA",40,37,954,NA
"2841",2008,1,3,"AA","XNA",NA,NA,281,NA
"2842",2008,1,3,"OO","MKE",41,40,431,NA
"2843",2008,1,2,"YV","MFR",-12,-11,599,NA
"2844",2008,1,21,"AA","RSW",-7,-18,979,NA
"2845",2008,1,24,"DL","IND",-7,-10,432,NA
"2846",2008,1,30,"WN","SEA",2,-3,1733,NA
"2847",2008,1,16,"WN","OKC",-5,-8,313,NA
"2848",2008,1,19,"MQ","LRD",-5,-23,396,NA
"2849",2008,1,9,"XE","SAN",8,-1,314,NA
"2850",2008,1,10,"XE","RDU",-11,-26,416,NA
"2851",2008,1,4,"NW","ATL",-5,-14,594,NA
"2852",2008,1,31,"MQ","ORD",81,108,135,NA
"2853",2008,1,30,"AQ","LIH",-14,-42,2677,NA
"2854",2008,1,20,"YV","EGE",-8,-15,120,NA
"2855",2008,1,11,"XE","MSN",-4,1,402,NA
"2856",2008,1,6,"YV","ELP",0,-1,347,NA
"2857",2008,1,8,"OO","SGF",-11,-9,637,NA
"2858",2008,1,9,"EV","SHV",0,12,551,NA
"2859",2008,1,29,"WN","BUR",1,0,358,NA
"2860",2008,1,18,"US","STL",-6,-8,1262,NA
"2861",2008,1,14,"WN","SAN",-2,-8,1751,NA
"2862",2008,1,3,"MQ","MIA",14,13,802,NA
"2863",2008,1,8,"9E","HOU",28,18,696,NA
"2864",2008,1,2,"XE","LFT",-2,-2,201,NA
"2865",2008,1,23,"CO","JAX",24,46,821,NA
"2866",2008,1,22,"B6","PBI",56,78,1028,NA
"2867",2008,1,25,"MQ","DFW",1,-7,282,NA
"2868",2008,1,20,"XE","EWR",23,16,748,NA
"2869",2008,1,28,"WN","BWI",7,-25,787,NA
"2870",2008,1,6,"YV","IND",0,1,428,NA
"2871",2008,1,30,"NW","DTW",-3,4,383,NA
"2872",2008,1,5,"B6","MCO",-2,-30,944,NA
"2873",2008,1,5,"NW","ALB",12,26,488,NA
"2874",2008,1,5,"B6","JFK",-4,0,2465,NA
"2875",2008,1,4,"FL","SWF",0,-4,989,NA
"2876",2008,1,16,"AA","MIA",-3,-8,1972,NA
"2877",2008,1,25,"WN","SMF",-3,1,358,NA
"2878",2008,1,9,"WN","SAN",-5,-7,446,NA
"2879",2008,1,31,"OO","LAX",-4,-6,135,NA
"2880",2008,1,2,"AS","SEA",NA,NA,696,NA
"2881",2008,1,10,"FL","LGA",-5,-6,950,NA
"2882",2008,1,10,"WN","MDW",-1,-24,1444,NA
"2883",2008,1,10,"AA","DFW",5,2,569,NA
"2884",2008,1,11,"F9","PHX",-4,-7,602,NA
"2885",2008,1,18,"DL","ATL",12,1,432,NA
"2886",2008,1,30,"WN","MDW",0,-4,229,NA
"2887",2008,1,10,"OH","CLE",-5,-12,425,NA
"2888",2008,1,5,"AA","MCO",14,74,1189,NA
"2889",2008,1,5,"EV","ATL",-1,3,239,NA
"2890",2008,1,23,"AA","LAX",-3,-18,1235,NA
"2891",2008,1,23,"WN","BWI",-1,-17,663,NA
"2892",2008,1,7,"AS","SEA",-6,-15,965,NA
"2893",2008,1,5,"YV","YUM",-1,-4,160,NA
"2894",2008,1,21,"9E","EVV",-5,-4,364,NA
"2895",2008,1,4,"EV","ATL",0,-9,241,NA
"2896",2008,1,6,"F9","MCO",-11,-21,1546,NA
"2897",2008,1,23,"AA","SNA",0,41,1209,NA
"2898",2008,1,7,"WN","BHM",27,15,323,NA
"2899",2008,1,14,"EV","ATL",-3,-21,453,NA
"2900",2008,1,27,"NW","BIL",-5,-20,748,NA
"2901",2008,1,15,"WN","BNA",-1,-23,1750,NA
"2902",2008,1,27,"WN","MDW",-4,16,1844,NA
"2903",2008,1,20,"YV","IAD",15,21,383,NA
"2904",2008,1,16,"XE","EWR",2,-8,642,NA
"2905",2008,1,25,"AA","SJU",-3,-17,1045,NA
"2906",2008,1,2,"YV","PHX",-2,-18,493,NA
"2907",2008,1,10,"DL","ATL",11,20,2116,NA
"2908",2008,1,7,"EV","ATL",37,27,564,NA
"2909",2008,1,16,"UA","MSP",0,25,680,NA
"2910",2008,1,27,"FL","PNS",-4,-6,272,NA
"2911",2008,1,3,"AQ","OGG",-2,-6,84,NA
"2912",2008,1,28,"XE","IAH",9,-9,351,NA
"2913",2008,1,25,"HA","ITO",5,7,216,NA
"2914",2008,1,30,"US","STL",3,2,1262,NA
"2915",2008,1,20,"WN","SEA",2,5,224,NA
"2916",2008,1,9,"DL","LGA",0,-18,185,NA
"2917",2008,1,13,"US","FLL",1,6,631,NA
"2918",2008,1,21,"WN","PHX",8,2,338,NA
"2919",2008,1,8,"HA","SFO",-3,28,2399,NA
"2920",2008,1,15,"CO","SMF",-18,-35,1609,NA
"2921",2008,1,8,"XE","MOB",-10,-10,427,NA
"2922",2008,1,31,"DL","ATL",20,5,152,NA
"2923",2008,1,18,"AA","ORD",2,10,1197,NA
"2924",2008,1,24,"WN","DEN",-4,-14,533,NA
"2925",2008,1,3,"OH","CHS",0,-25,641,NA
"2926",2008,1,18,"WN","BNA",-4,-3,395,NA
"2927",2008,1,27,"US","PHX",49,35,647,NA
"2928",2008,1,10,"AA","SNA",-6,-13,1205,NA
"2929",2008,1,11,"DL","DEN",35,12,1626,NA
"2930",2008,1,14,"OH","SYR",25,32,527,NA
"2931",2008,1,30,"US","MSY",9,14,651,NA
"2932",2008,1,3,"US","SFO",-5,2,414,NA
"2933",2008,1,15,"UA","SFO",1,-6,2399,NA
"2934",2008,1,24,"FL","MCO",65,61,787,NA
"2935",2008,1,24,"9E","IND",-9,-14,659,NA
"2936",2008,1,21,"OO","SFO",156,161,451,NA
"2937",2008,1,4,"UA","PHX",10,5,651,NA
"2938",2008,1,17,"CO","EWR",-1,0,462,NA
"2939",2008,1,20,"US","LGA",-13,-10,214,NA
"2940",2008,1,9,"US","JAX",-12,-17,329,NA
"2941",2008,1,27,"OO","MRY",NA,NA,77,NA
"2942",2008,1,26,"UA","LAX",22,6,1745,NA
"2943",2008,1,30,"OO","MSP",-12,-10,297,NA
"2944",2008,1,17,"UA","ORD",3,3,334,NA
"2945",2008,1,23,"WN","BHM",36,21,682,NA
"2946",2008,1,29,"AA","TUS",-1,NA,813,NA
"2947",2008,1,29,"NW","MSP",-2,4,297,NA
"2948",2008,1,4,"WN","LAS",23,20,584,NA
"2949",2008,1,22,"OO","EWR",145,155,725,NA
"2950",2008,1,7,"OH","DCA",-25,-33,414,NA
"2951",2008,1,17,"AA","ORD",203,212,802,NA
"2952",2008,1,18,"UA","DCA",-6,0,612,NA
"2953",2008,1,21,"AA","DFW",-2,-9,190,NA
"2954",2008,1,18,"9E","JAX",2,1,576,NA
"2955",2008,1,6,"XE","LAX",0,-10,337,NA
"2956",2008,1,5,"WN","BWI",-4,-10,328,NA
"2957",2008,1,11,"WN","OKC",-2,-3,181,NA
"2958",2008,1,27,"WN","BNA",3,-4,588,NA
"2959",2008,1,14,"9E","DTW",6,23,229,NA
"2960",2008,1,3,"WN","ELP",1,-8,496,NA
"2961",2008,1,16,"WN","TUS",43,48,365,NA
"2962",2008,1,29,"WN","PHX",32,23,325,NA
"2963",2008,1,25,"WN","SAN",7,3,304,NA
"2964",2008,1,3,"UA","ORD",-4,33,719,NA
"2965",2008,1,29,"XE","DAL",25,23,217,NA
"2966",2008,1,26,"EV","ATL",NA,NA,903,NA
"2967",2008,1,2,"AA","DFW",2,-11,1188,NA
"2968",2008,1,25,"WN","CLE",-4,-13,314,NA
"2969",2008,1,29,"FL","ATL",-4,1,259,NA
"2970",2008,1,29,"AA","DFW",-5,-2,247,NA
"2971",2008,1,25,"OO","SBA",4,-9,89,NA
"2972",2008,1,29,"AA","ORD",NA,NA,719,NA
"2973",2008,1,27,"UA","DEN",-2,13,804,NA
"2974",2008,1,6,"UA","ORD",0,3,316,NA
"2975",2008,1,18,"WN","OAK",3,-9,723,NA
"2976",2008,1,27,"EV","ATW",27,14,765,NA
"2977",2008,1,13,"MQ","STL",-7,1,271,NA
"2978",2008,1,25,"WN","MCO",4,5,178,NA
"2979",2008,1,15,"AA","ORD",1,-5,678,NA
"2980",2008,1,24,"DL","DAB",-2,-2,366,NA
"2981",2008,1,27,"CO","IAH",3,-5,744,NA
"2982",2008,1,4,"XE","IAH",-3,-9,828,NA
"2983",2008,1,17,"NW","DTW",-2,-2,312,NA
"2984",2008,1,6,"US","PHX",-2,-16,2153,NA
"2985",2008,1,10,"9E","DTW",0,5,554,NA
"2986",2008,1,10,"YV","BHM",-10,16,351,NA
"2987",2008,1,24,"OO","TUS",-5,-6,601,NA
"2988",2008,1,29,"US","PHX",-3,21,2551,NA
"2989",2008,1,13,"DL","ORD",-11,-29,1249,NA
"2990",2008,1,23,"US","LGA",-7,5,185,NA
"2991",2008,1,23,"OO","LAX",13,9,110,NA
"2992",2008,1,21,"WN","PIT",1,-7,402,NA
"2993",2008,1,20,"NW","MSP",-5,0,1522,NA
"2994",2008,1,11,"FL","ATL",-5,-9,590,NA
"2995",2008,1,18,"OH","CVG",15,16,411,NA
"2996",2008,1,1,"WN","TUS",-5,-14,451,NA
"2997",2008,1,4,"B6","JFK",42,12,541,NA
"2998",2008,1,25,"US","PHX",-1,-11,1009,NA
"2999",2008,1,10,"OO","RNO",145,149,192,NA
"3000",2008,1,5,"WN","TPA",26,22,197,NA
"3001",2008,1,24,"XE","EWR",71,92,719,NA
"3002",2008,1,4,"AA","LAX",95,134,337,NA
"3003",2008,1,5,"OO","SFO",NA,NA,77,NA
"3004",2008,1,15,"XE","IAH",-4,-11,217,NA
"3005",2008,1,8,"CO","DCA",-3,-10,1208,NA
"3006",2008,1,16,"US","PHL",43,30,448,NA
"3007",2008,1,28,"WN","HOU",-3,4,192,NA
"3008",2008,1,23,"AS","SEA",-4,2,1107,NA
"3009",2008,1,23,"WN","PHX",-1,-13,647,NA
"3010",2008,1,17,"WN","HOU",-2,-3,848,NA
"3011",2008,1,6,"CO","IAH",-4,44,1379,NA
"3012",2008,1,24,"WN","FLL",-2,-12,197,NA
"3013",2008,1,31,"OO","SLC",0,10,250,NA
"3014",2008,1,13,"NW","LAX",-2,-4,1979,NA
"3015",2008,1,18,"OO","MKE",-2,-15,431,NA
"3016",2008,1,3,"OO","ICT",-7,-4,588,NA
"3017",2008,1,9,"OO","EUG",73,78,451,NA
"3018",2008,1,4,"FL","LAS",-3,-22,1747,NA
"3019",2008,1,17,"FL","ATL",-1,21,432,NA
"3020",2008,1,27,"WN","AUS",1,-5,148,NA
"3021",2008,1,26,"MQ","DFW",52,70,1315,NA
"3022",2008,1,3,"US","LGA",5,-12,335,NA
"3023",2008,1,24,"9E","MEM",0,0,200,NA
"3024",2008,1,25,"NW","DTW",-4,3,238,NA
"3025",2008,1,26,"YV","DEN",-10,-5,120,NA
"3026",2008,1,21,"UA","CLE",-3,-15,316,NA
"3027",2008,1,19,"EV","ATL",81,60,526,NA
"3028",2008,1,19,"US","OAK",-11,-13,646,NA
"3029",2008,1,3,"AA","DFW",-1,0,631,NA
"3030",2008,1,17,"AA","DFW",10,1,1055,NA
"3031",2008,1,9,"AA","MIA",-3,-15,1045,NA
"3032",2008,1,9,"OH","CVG",23,11,256,NA
"3033",2008,1,15,"9E","DTW",-5,-16,128,NA
"3034",2008,1,7,"XE","TUS",-8,-23,1036,NA
"3035",2008,1,2,"F9","DEN",0,13,1557,NA
"3036",2008,1,9,"NW","MEM",-6,-24,625,NA
"3037",2008,1,11,"US","PHX",12,14,1262,NA
"3038",2008,1,23,"EV","PHF",-7,-9,508,NA
"3039",2008,1,10,"CO","BOS",-5,-9,200,NA
"3040",2008,1,28,"US","SAV",-6,4,213,NA
"3041",2008,1,13,"MQ","SJC",-5,-13,418,NA
"3042",2008,1,15,"OH","DCA",-3,-9,213,NA
"3043",2008,1,3,"UA","DEN",23,27,862,NA
"3044",2008,1,15,"NW","MSP",-3,21,1399,NA
"3045",2008,1,16,"AA","DFW",-5,-16,1158,NA
"3046",2008,1,17,"B6","LGB",4,7,2277,NA
"3047",2008,1,9,"US","CLT",-4,-32,930,NA
"3048",2008,1,6,"B6","SJC",-5,-25,2570,NA
"3049",2008,1,17,"YV","SBA",-12,-14,455,NA
"3050",2008,1,17,"WN","HOU",25,17,1020,NA
"3051",2008,1,10,"AS","SEA",-7,-12,2329,NA
"3052",2008,1,30,"MQ","DFW",-5,-1,228,NA
"3053",2008,1,30,"US","CLT",1,9,2279,NA
"3054",2008,1,24,"B6","PIT",-6,7,340,NA
"3055",2008,1,21,"MQ","CLE",-9,-23,418,NA
"3056",2008,1,9,"UA","LGA",NA,NA,733,NA
"3057",2008,1,19,"WN","LAS",-2,-14,387,NA
"3058",2008,1,5,"F9","DEN",27,25,1013,NA
"3059",2008,1,2,"WN","MHT",16,18,290,NA
"3060",2008,1,7,"AS","PHX",-9,-3,1107,NA
"3061",2008,1,6,"NW","DLH",22,21,144,NA
"3062",2008,1,15,"F9","DEN",-4,-5,602,NA
"3063",2008,1,22,"WN","HOU",21,26,148,NA
"3064",2008,1,28,"NW","DTW",-3,-18,440,NA
"3065",2008,1,9,"FL","BOS",-7,11,370,NA
"3066",2008,1,30,"F9","DEN",-2,-10,1476,NA
"3067",2008,1,8,"OO","DRO",5,20,251,NA
"3068",2008,1,17,"FL","HOU",-5,-20,696,NA
"3069",2008,1,28,"MQ","MLI",NA,NA,139,NA
"3070",2008,1,13,"WN","SAN",-2,-17,1164,NA
"3071",2008,1,18,"UA","EWR",46,63,1605,NA
"3072",2008,1,17,"DL","ATL",NA,NA,946,NA
"3073",2008,1,6,"AS","LGB",-2,-4,965,NA
"3074",2008,1,7,"YV","ATL",13,10,533,NA
"3075",2008,1,10,"OH","CMH",0,-11,478,NA
"3076",2008,1,4,"XE","SJC",378,365,308,NA
"3077",2008,1,21,"US","BOS",-4,2,185,NA
"3078",2008,1,23,"YV","CHS",228,221,441,NA
"3079",2008,1,25,"XE","ROC",-5,-3,246,NA
"3080",2008,1,21,"NW","MSP",6,19,528,NA
"3081",2008,1,25,"AS","SEA",5,4,954,NA
"3082",2008,1,19,"UA","SFO",-1,-1,447,NA
"3083",2008,1,1,"OO","ACV",2,0,250,NA
"3084",2008,1,14,"OO","SLC",-10,-8,422,NA
"3085",2008,1,4,"XE","ROC",25,21,245,NA
"3086",2008,1,9,"WN","ONT",-1,-8,362,NA
"3087",2008,1,24,"AA","SEA",NA,NA,1660,NA
"3088",2008,1,24,"DL","DAB",2,7,366,NA
"3089",2008,1,7,"9E","GSO",23,16,570,NA
"3090",2008,1,11,"9E","DTW",12,30,705,NA
"3091",2008,1,30,"DL","LAX",-1,-16,2475,NA
"3092",2008,1,30,"AA","DFW",-1,-12,802,NA
"3093",2008,1,23,"UA","MSP",-8,4,334,NA
"3094",2008,1,5,"UA","IAD",45,31,954,NA
"3095",2008,1,31,"AA","MIA",34,23,1709,NA
"3096",2008,1,21,"EV","PIT",7,14,526,NA
"3097",2008,1,1,"9E","DTW",22,54,296,NA
"3098",2008,1,17,"WN","BUF",0,0,1054,NA
"3099",2008,1,8,"WN","PHX",1,2,601,NA
"3100",2008,1,20,"HA","LIH",-8,-6,102,NA
"3101",2008,1,13,"WN","BWI",-2,-15,967,NA
"3102",2008,1,9,"US","RDU",-1,2,336,NA
"3103",2008,1,11,"EV","DAY",30,30,432,NA
"3104",2008,1,1,"NW","GEG",20,15,1175,NA
"3105",2008,1,9,"AA","DFW",32,42,468,NA
"3106",2008,1,2,"MQ","SBA",-5,-15,89,NA
"3107",2008,1,22,"WN","RNO",2,-5,345,NA
"3108",2008,1,10,"CO","IAH",-1,12,744,NA
"3109",2008,1,23,"WN","BUR",0,-5,358,NA
"3110",2008,1,19,"UA","ORD",-1,5,137,NA
"3111",2008,1,7,"OO","BOI",3,7,291,NA
"3112",2008,1,29,"US","IAD",-4,-16,321,NA
"3113",2008,1,19,"US","ONT",-5,-4,325,NA
"3114",2008,1,4,"NW","CMH",-6,12,155,NA
"3115",2008,1,30,"DL","BOS",-1,7,185,NA
"3116",2008,1,25,"UA","BUF",-4,-21,473,NA
"3117",2008,1,28,"MQ","SHV",254,261,190,NA
"3118",2008,1,29,"WN","PVD",4,-2,1137,NA
"3119",2008,1,10,"WN","SEA",14,8,671,NA
"3120",2008,1,18,"YV","CID",103,111,196,NA
"3121",2008,1,8,"9E","MSP",20,37,913,NA
"3122",2008,1,31,"EV","MEM",3,1,332,NA
"3123",2008,1,1,"WN","SAN",-1,-1,258,NA
"3124",2008,1,27,"MQ","DFW",NA,NA,354,NA
"3125",2008,1,10,"AA","BWI",-9,-3,1217,NA
"3126",2008,1,28,"OO","MLI",251,257,139,NA
"3127",2008,1,9,"YV","ABE",53,34,654,NA
"3128",2008,1,23,"WN","BWI",-4,-7,281,NA
"3129",2008,1,29,"EV","AVP",123,130,714,NA
"3130",2008,1,10,"WN","PHX",2,6,647,NA
"3131",2008,1,11,"WN","LAS",1,3,345,NA
"3132",2008,1,9,"WN","SJC",5,8,622,NA
"3133",2008,1,31,"AA","DFW",37,31,551,NA
"3134",2008,1,19,"WN","LAX",34,26,308,NA
"3135",2008,1,5,"FL","HPN",-5,-11,1057,NA
"3136",2008,1,5,"DL","SFO",0,-37,2586,NA
"3137",2008,1,7,"HA","OGG",-2,-2,100,NA
"3138",2008,1,17,"OO","SLC",27,49,532,NA
"3139",2008,1,24,"YV","IAD",NA,NA,321,NA
"3140",2008,1,9,"AA","LAS",6,6,1055,NA
"3141",2008,1,22,"YV","DEN",13,8,141,NA
"3142",2008,1,24,"CO","DFW",-7,-15,224,NA
"3143",2008,1,6,"AA","IAD",3,-12,1172,NA
"3144",2008,1,22,"WN","BWI",2,-17,842,NA
"3145",2008,1,6,"WN","MCO",0,-28,848,NA
"3146",2008,1,6,"DL","SLC",4,18,1929,NA
"3147",2008,1,29,"OH","LEX",-7,-16,604,NA
"3148",2008,1,7,"EV","SCE",0,22,615,NA
"3149",2008,1,1,"FL","MCI",-5,-8,692,NA
"3150",2008,1,28,"OO","CAK",NA,NA,344,NA
"3151",2008,1,22,"UA","ORD",11,4,589,NA
"3152",2008,1,23,"WN","PIT",-3,-19,267,NA
"3153",2008,1,14,"CO","IAH",-1,-8,305,NA
"3154",2008,1,23,"US","PHL",-3,-6,1013,NA
"3155",2008,1,5,"B6","JFK",37,33,1069,NA
"3156",2008,1,17,"XE","IAH",2,-16,802,NA
"3157",2008,1,5,"US","DEN",25,32,602,NA
"3158",2008,1,31,"EV","ATL",12,15,589,NA
"3159",2008,1,25,"AA","LAX",-5,-22,2342,NA
"3160",2008,1,7,"WN","DAL",7,11,239,NA
"3161",2008,1,2,"XE","EWR",6,-20,1092,NA
"3162",2008,1,1,"AA","ATL",-6,3,732,NA
"3163",2008,1,30,"9E","LGA",59,46,618,NA
"3164",2008,1,8,"HA","OGG",27,28,84,NA
"3165",2008,1,27,"NW","MEM",-4,-14,373,NA
"3166",2008,1,16,"HA","HNL",-4,-11,100,NA
"3167",2008,1,21,"NW","ROC",-1,-13,296,NA
"3168",2008,1,7,"WN","SAN",10,13,258,NA
"3169",2008,1,15,"CO","CLE",-4,10,2053,NA
"3170",2008,1,26,"WN","MDW",2,-4,251,NA
"3171",2008,1,25,"WN","PVD",11,11,2277,NA
"3172",2008,1,5,"WN","LAS",11,17,1910,NA
"3173",2008,1,15,"OO","TVC",-4,-8,224,NA
"3174",2008,1,25,"DL","IAH",-9,-2,689,NA
"3175",2008,1,2,"WN","SJC",19,31,342,NA
"3176",2008,1,21,"US","ALB",-12,-2,318,NA
"3177",2008,1,13,"WN","BNA",-5,-18,822,NA
"3178",2008,1,6,"CO","EWR",-3,-33,1569,NA
"3179",2008,1,22,"WN","SJC",-3,-6,308,NA
"3180",2008,1,9,"OO","RNO",-5,-10,192,NA
"3181",2008,1,24,"WN","LAS",-1,-4,223,NA
"3182",2008,1,5,"DL","MCO",-1,-5,403,NA
"3183",2008,1,20,"YV","CAK",15,34,344,NA
"3184",2008,1,24,"OO","MKE",4,-4,67,NA
"3185",2008,1,23,"9E","PLN",-4,-16,243,NA
"3186",2008,1,10,"WN","LAS",0,4,414,NA
"3187",2008,1,9,"XE","LAX",20,27,834,NA
"3188",2008,1,2,"CO","LAX",-2,9,2556,NA
"3189",2008,1,3,"DL","ATL",17,11,692,NA
"3190",2008,1,25,"AA","ATL",-5,-5,732,NA
"3191",2008,1,4,"B6","JFK",6,-4,288,NA
"3192",2008,1,12,"OO","LAX",2,-3,370,NA
"3193",2008,1,13,"OO","DEN",-5,9,563,NA
"3194",2008,1,9,"XE","RDU",-10,-18,416,NA
"3195",2008,1,27,"AS","PHX",0,-16,1009,NA
"3196",2008,1,7,"9E","HPN",-4,-14,505,NA
"3197",2008,1,2,"WN","SJC",68,68,297,NA
"3198",2008,1,12,"XE","MSP",-4,13,1008,NA
"3199",2008,1,4,"WN","BHM",-3,-8,682,NA
"3200",2008,1,21,"UA","ORD",12,18,1723,NA
"3201",2008,1,28,"WN","LAS",26,60,387,NA
"3202",2008,1,15,"MQ","LAX",NA,NA,209,NA
"3203",2008,1,6,"CO","MCO",-6,7,895,NA
"3204",2008,1,15,"US","BOS",-8,-26,728,NA
"3205",2008,1,4,"XE","MEM",44,23,946,NA
"3206",2008,1,12,"WN","LAX",0,-14,1751,NA
"3207",2008,1,8,"F9","SNA",-6,9,846,NA
"3208",2008,1,29,"US","SJC",-10,-23,622,NA
"3209",2008,1,19,"B6","JFK",-7,-35,2136,NA
"3210",2008,1,3,"WN","SAT",1,-5,1069,NA
"3211",2008,1,14,"WN","AUS",-3,2,972,NA
"3212",2008,1,31,"NW","ATL",-9,-26,594,NA
"3213",2008,1,8,"CO","RSW",-7,-10,1068,NA
"3214",2008,1,24,"DL","ATL",1,-8,406,NA
"3215",2008,1,2,"OO","BFL",17,7,238,NA
"3216",2008,1,28,"CO","CLE",-11,-30,1025,NA
"3217",2008,1,16,"AA","DFW",91,80,1389,NA
"3218",2008,1,22,"OO","SLC",3,11,1086,NA
"3219",2008,1,15,"OO","SLC",15,25,588,NA
"3220",2008,1,31,"CO","ATL",-1,26,689,NA
"3221",2008,1,10,"AA","LGA",0,-10,733,NA
"3222",2008,1,3,"F9","PHX",13,10,602,NA
"3223",2008,1,4,"WN","SLC",16,17,368,NA
"3224",2008,1,18,"AA","DFW",8,-1,1055,NA
"3225",2008,1,14,"WN","PVD",NA,NA,842,NA
"3226",2008,1,31,"WN","ABQ",34,33,628,NA
"3227",2008,1,3,"EV","ATL",46,47,366,NA
"3228",2008,1,23,"DL","CVG",-4,-10,264,NA
"3229",2008,1,1,"B6","JFK",-7,8,1617,NA
"3230",2008,1,27,"DL","ATL",6,-6,581,NA
"3231",2008,1,6,"DL","STL",-6,3,483,NA
"3232",2008,1,20,"DL","SLC",-2,-17,1449,NA
"3233",2008,1,17,"UA","LAX",-1,-10,2288,NA
"3234",2008,1,26,"DL","BWI",-11,-14,430,NA
"3235",2008,1,5,"WN","LAS",8,29,407,NA
"3236",2008,1,14,"OH","LGA",-2,-27,647,NA
"3237",2008,1,16,"YV","CLT",35,40,213,NA
"3238",2008,1,2,"UA","BWI",11,-7,622,NA
"3239",2008,1,12,"WN","OAK",-1,-3,325,NA
"3240",2008,1,30,"FL","ROC",-7,12,1079,NA
"3241",2008,1,26,"WN","BWI",2,-4,283,NA
"3242",2008,1,4,"US","DCA",-5,-21,296,NA
"3243",2008,1,26,"MQ","GRK",71,70,134,NA
"3244",2008,1,13,"AA","SMF",-3,-7,1431,NA
"3245",2008,1,20,"MQ","ORD",6,-2,135,NA
"3246",2008,1,25,"UA","LAX",-6,-11,236,NA
"3247",2008,1,15,"OO","PDX",-1,8,630,NA
"3248",2008,1,24,"FL","SRQ",-3,1,445,NA
"3249",2008,1,28,"AA","DEN",124,111,888,NA
"3250",2008,1,21,"XE","IAH",24,30,643,NA
"3251",2008,1,8,"OO","DEN",-8,-3,458,NA
"3252",2008,1,7,"CO","EWR",-16,-6,1569,NA
"3253",2008,1,1,"WN","RNO",1,-2,345,NA
"3254",2008,1,18,"CO","EWR",19,13,2401,NA
"3255",2008,1,1,"UA","TPA",NA,NA,1012,NA
"3256",2008,1,31,"OO","PHX",-11,-2,370,NA
"3257",2008,1,27,"OO","SFO",2,7,77,NA
"3258",2008,1,24,"WN","DAL",22,22,580,NA
"3259",2008,1,12,"MQ","GSP",-7,-16,577,NA
"3260",2008,1,11,"HA","HNL",15,14,100,NA
"3261",2008,1,4,"US","CLT",-4,5,1916,NA
"3262",2008,1,5,"OO","LAS",-7,0,258,NA
"3263",2008,1,21,"CO","EWR",52,11,1065,NA
"3264",2008,1,27,"NW","PHX",7,0,1276,NA
"3265",2008,1,18,"DL","ATL",-2,-8,151,NA
"3266",2008,1,7,"FL","MKE",-7,-7,1183,NA
"3267",2008,1,16,"WN","OAK",2,0,337,NA
"3268",2008,1,28,"AA","DFW",5,12,247,NA
"3269",2008,1,11,"OO","SLC",4,33,628,NA
"3270",2008,1,24,"WN","DAL",16,8,237,NA
"3271",2008,1,31,"CO","EWR",-4,8,2133,NA
"3272",2008,1,21,"FL","TPA",-6,-7,828,NA
"3273",2008,1,10,"YV","CHS",90,91,441,NA
