"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"7945",2008,1,8,"NW","MSP",-4,-6,528,NA
"7946",2008,1,31,"US","LAS",-3,4,1747,NA
"7947",2008,1,24,"XE","ALB",68,71,143,NA
"7948",2008,1,8,"AA","RDU",52,52,647,NA
"7949",2008,1,29,"XE","BWI",-6,-8,314,NA
"7950",2008,1,13,"CO","IAH",-4,-3,1222,NA
"7951",2008,1,20,"WN","LAX",-1,0,370,NA
"7952",2008,1,6,"MQ","AUS",-12,-16,189,NA
"7953",2008,1,22,"DL","ATL",10,7,547,NA
"7954",2008,1,7,"OO","FAT",-8,1,258,NA
"7955",2008,1,31,"DL","CHS",-2,4,259,NA
"7956",2008,1,11,"OO","ATW",11,-1,160,NA
"7957",2008,1,6,"DL","ATL",-1,-21,665,NA
"7958",2008,1,31,"AA","STL",19,31,887,NA
"7959",2008,1,11,"UA","ATL",-7,-3,606,NA
"7960",2008,1,5,"OO","SFO",NA,NA,262,NA
"7961",2008,1,22,"UA","ORD",106,91,612,NA
"7962",2008,1,21,"WN","JAN",29,25,587,NA
"7963",2008,1,27,"WN","HOU",6,4,239,NA
"7964",2008,1,14,"WN","OAK",-2,-4,337,NA
"7965",2008,1,13,"XE","OMA",-6,-19,781,NA
"7966",2008,1,2,"MQ","BNA",-8,4,562,NA
"7967",2008,1,5,"CO","AUS",-2,-7,140,NA
"7968",2008,1,29,"EV","ATL",-2,-9,191,NA
"7969",2008,1,27,"UA","DEN",79,93,1754,NA
"7970",2008,1,16,"UA","LAX",3,9,2615,NA
"7971",2008,1,13,"YV","DEN",-3,-11,197,NA
"7972",2008,1,1,"NW","AZO",NA,NA,113,NA
"7973",2008,1,31,"UA","MSP",15,1,680,NA
"7974",2008,1,13,"AA","SJU",-3,11,1045,NA
"7975",2008,1,30,"CO","AUS",15,21,140,NA
"7976",2008,1,5,"NW","MEM",21,23,683,NA
"7977",2008,1,1,"NW","DTW",-1,26,594,NA
"7978",2008,1,8,"OO","SMF",-4,-6,86,NA
"7979",2008,1,27,"DL","PBI",4,5,545,NA
"7980",2008,1,22,"AS","PSP",-9,-4,421,NA
"7981",2008,1,10,"DL","CVG",-3,5,373,NA
"7982",2008,1,13,"YV","LGB",0,-12,355,NA
"7983",2008,1,28,"HA","ITO",NA,NA,216,NA
"7984",2008,1,25,"AA","DFW",-3,4,1235,NA
"7985",2008,1,16,"YV","CLT",NA,NA,351,NA
"7986",2008,1,2,"OO","SNA",-7,-1,36,NA
"7987",2008,1,21,"US","SMF",-11,-9,397,NA
"7988",2008,1,27,"UA","DEN",26,15,541,NA
"7989",2008,1,16,"DL","ATL",7,237,1946,NA
"7990",2008,1,13,"FL","ATL",-2,-15,712,NA
"7991",2008,1,3,"B6","BOS",47,38,187,NA
"7992",2008,1,27,"OO","YKM",6,13,586,NA
"7993",2008,1,29,"WN","BWI",-2,-8,281,NA
"7994",2008,1,4,"UA","PDX",12,11,2327,NA
"7995",2008,1,16,"F9","SFO",-10,4,967,NA
"7996",2008,1,28,"AA","ORD",-2,13,1846,NA
"7997",2008,1,14,"AA","ORD",78,74,733,NA
"7998",2008,1,25,"EV","FWA",5,15,508,NA
"7999",2008,1,31,"MQ","CID",73,132,196,NA
"8000",2008,1,4,"AA","DFW",14,5,1660,NA
"8001",2008,1,20,"UA","DEN",-1,-7,991,NA
"8002",2008,1,17,"WN","BWI",20,25,883,NA
"8003",2008,1,18,"XE","EWR",44,33,194,NA
"8004",2008,1,30,"OO","ATW",11,22,160,NA
"8005",2008,1,4,"CO","CLE",8,12,563,NA
"8006",2008,1,13,"UA","SAN",12,8,447,NA
"8007",2008,1,16,"DL","BOS",-2,-18,1237,NA
"8008",2008,1,14,"OH","STL",35,33,307,NA
"8009",2008,1,4,"OH","MEM",0,8,403,NA
"8010",2008,1,18,"US","PHL",0,11,861,NA
"8011",2008,1,9,"DL","ATL",1,-9,1946,NA
"8012",2008,1,5,"EV","ATL",-5,-16,106,NA
"8013",2008,1,10,"US","MSP",-4,-31,1276,NA
"8014",2008,1,21,"B6","JFK",-3,-3,1074,NA
"8015",2008,1,5,"CO","LAS",1,-10,2227,NA
"8016",2008,1,8,"AA","MIA",-7,-9,204,NA
"8017",2008,1,18,"XE","IAH",-1,-4,351,NA
"8018",2008,1,31,"CO","RSW",1,-16,1068,NA
"8019",2008,1,14,"WN","PIT",-6,-22,402,NA
"8020",2008,1,5,"B6","SJC",34,25,2689,NA
"8021",2008,1,30,"FL","JAX",-5,-11,270,NA
"8022",2008,1,3,"YV","ELP",0,14,347,NA
"8023",2008,1,20,"WN","PHX",-2,2,304,NA
"8024",2008,1,26,"DL","SNA",-5,-30,1919,NA
"8025",2008,1,26,"UA","DEN",-9,-1,949,NA
"8026",2008,1,31,"9E","EVV",-5,0,247,NA
"8027",2008,1,17,"OO","SLC",-2,-3,599,NA
"8028",2008,1,12,"9E","DTW",-4,-13,424,NA
"8029",2008,1,13,"DL","ATL",7,-12,533,NA
"8030",2008,1,20,"NW","DTW",1,20,629,NA
"8031",2008,1,4,"CO","EWR",29,15,2133,NA
"8032",2008,1,23,"MQ","DFW",-6,-12,383,NA
"8033",2008,1,24,"9E","DTW",-5,21,457,NA
"8034",2008,1,30,"XE","XNA",-4,0,438,NA
"8035",2008,1,18,"MQ","ORD",25,21,268,NA
"8036",2008,1,29,"OO","LAS",15,13,368,NA
"8037",2008,1,8,"YV","HNL",-15,-9,216,NA
"8038",2008,1,1,"DL","SNA",13,19,588,NA
"8039",2008,1,27,"MQ","JFK",13,10,426,NA
"8040",2008,1,19,"AA","MCO",21,13,984,NA
"8041",2008,1,5,"AA","DFW",0,15,1235,NA
"8042",2008,1,6,"OO","LAX",32,32,110,NA
"8043",2008,1,1,"AA","DFW",26,33,551,NA
"8044",2008,1,17,"MQ","LGA",-4,10,478,NA
"8045",2008,1,2,"OO","ORD",17,15,717,NA
"8046",2008,1,12,"B6","BOS",-1,13,187,NA
"8047",2008,1,31,"FL","LGA",19,28,396,NA
"8048",2008,1,15,"AA","TUS",26,26,813,NA
"8049",2008,1,25,"WN","ONT",82,83,325,NA
"8050",2008,1,16,"US","SFO",-6,27,414,NA
"8051",2008,1,19,"AA","DEN",-6,-21,641,NA
"8052",2008,1,13,"UA","RIC",-8,-26,642,NA
"8053",2008,1,29,"DL","GEG",-8,15,546,NA
"8054",2008,1,6,"WN","DAL",2,-4,546,NA
"8055",2008,1,31,"OH","TYS",-5,-14,226,NA
"8056",2008,1,22,"MQ","DCA",-3,19,612,NA
"8057",2008,1,29,"OO","SLC",-5,-3,532,NA
"8058",2008,1,22,"NW","MSP",12,25,980,NA
"8059",2008,1,15,"CO","SEA",7,10,1874,NA
"8060",2008,1,5,"YV","ORD",88,82,584,NA
"8061",2008,1,24,"9E","DTW",3,-15,95,NA
"8062",2008,1,28,"WN","MDW",-1,-4,1844,NA
"8063",2008,1,30,"US","PHX",-5,-17,256,NA
"8064",2008,1,15,"MQ","LGA",-8,-11,501,NA
"8065",2008,1,23,"DL","ATL",20,17,946,NA
"8066",2008,1,27,"CO","ABQ",-6,-6,744,NA
"8067",2008,1,2,"AA","SFO",22,22,337,NA
"8068",2008,1,1,"XE","IAH",-1,6,1034,NA
"8069",2008,1,16,"OO","PSP",-8,3,110,NA
"8070",2008,1,2,"WN","SMF",8,0,479,NA
"8071",2008,1,29,"UA","TUL",-14,-18,541,NA
"8072",2008,1,9,"DL","DCA",0,33,214,NA
"8073",2008,1,21,"CO","CLE",-2,-3,895,NA
"8074",2008,1,10,"NW","LGA",-5,-4,501,NA
"8075",2008,1,7,"YV","ASE",26,26,491,NA
"8076",2008,1,26,"DL","ATL",-1,-12,745,NA
"8077",2008,1,23,"DL","ATL",-1,-5,446,NA
"8078",2008,1,11,"XE","LAX",-5,-6,834,NA
"8079",2008,1,31,"WN","MCO",5,-6,848,NA
"8080",2008,1,8,"XE","DAL",24,30,217,NA
"8081",2008,1,18,"AA","ORD",2,31,978,NA
"8082",2008,1,5,"CO","IAH",-3,-14,1597,NA
"8083",2008,1,19,"AA","SAT",-3,0,247,NA
"8084",2008,1,23,"XE","SAN",28,14,1313,NA
"8085",2008,1,19,"MQ","ORD",-6,-12,268,NA
"8086",2008,1,17,"YV","DSM",299,317,299,NA
"8087",2008,1,4,"NW","MSP",-10,-14,120,NA
"8088",2008,1,26,"OO","SUN",-1,-5,223,NA
"8089",2008,1,21,"NW","TPA",12,23,1307,NA
"8090",2008,1,20,"AA","DFW",67,58,802,NA
"8091",2008,1,31,"WN","PHX",15,13,370,NA
"8092",2008,1,13,"CO","EWR",12,1,2133,NA
"8093",2008,1,13,"WN","DEN",0,-8,533,NA
"8094",2008,1,11,"YV","IAD",34,52,401,NA
"8095",2008,1,13,"AA","DFW",15,12,247,NA
"8096",2008,1,22,"AS","LAX",-9,-10,834,NA
"8097",2008,1,4,"9E","LAN",-2,0,74,NA
"8098",2008,1,31,"AA","JFK",-10,5,1597,NA
"8099",2008,1,16,"UA","SFO",2,1,2445,NA
"8100",2008,1,30,"F9","DEN",-8,-5,472,NA
"8101",2008,1,16,"CO","CLE",-4,-12,1825,NA
"8102",2008,1,30,"NW","FLL",-5,6,1127,NA
"8103",2008,1,28,"OO","ASE",NA,NA,125,NA
"8104",2008,1,6,"CO","EWR",0,-2,2565,NA
"8105",2008,1,7,"DL","MCO",-2,-5,403,NA
"8106",2008,1,31,"EV","DSM",55,40,743,NA
"8107",2008,1,31,"FL","ATL",16,10,1587,NA
"8108",2008,1,13,"FL","FLL",4,9,925,NA
"8109",2008,1,21,"DL","ATL",0,-5,272,NA
"8110",2008,1,15,"OO","SLC",-6,9,586,NA
"8111",2008,1,9,"OO","ORD",-11,-15,109,NA
"8112",2008,1,19,"AA","ORD",-1,2,1012,NA
"8113",2008,1,14,"CO","SRQ",NA,NA,1034,NA
"8114",2008,1,15,"OO","PIT",-16,-8,431,NA
"8115",2008,1,1,"AA","MIA",-5,-10,193,NA
"8116",2008,1,19,"FL","MSY",161,151,425,NA
"8117",2008,1,4,"NW","DFW",-1,5,852,NA
"8118",2008,1,28,"WN","BWI",0,-12,737,NA
"8119",2008,1,31,"OH","CVG",-5,-20,752,NA
"8120",2008,1,4,"US","SMF",8,2,647,NA
"8121",2008,1,3,"B6","ORD",4,7,1735,NA
"8122",2008,1,2,"AA","SFO",-1,7,1464,NA
"8123",2008,1,7,"DL","PHX",-4,-12,1587,NA
"8124",2008,1,1,"9E","MEM",10,1,512,NA
"8125",2008,1,10,"9E","GRB",-3,-13,252,NA
"8126",2008,1,25,"XE","ONT",-8,-1,394,NA
"8127",2008,1,14,"OH","TYS",-5,-4,226,NA
"8128",2008,1,3,"UA","LAX",-1,-23,2486,NA
"8129",2008,1,19,"WN","SFO",1,-3,337,NA
"8130",2008,1,29,"EV","ACY",713,682,678,NA
"8131",2008,1,23,"UA","MSP",11,17,334,NA
"8132",2008,1,11,"WN","ALB",0,71,288,NA
"8133",2008,1,21,"UA","DEN",13,7,1754,NA
"8134",2008,1,13,"CO","MCO",22,5,938,NA
"8135",2008,1,4,"DL","ATL",101,85,215,NA
"8136",2008,1,16,"NW","FLL",-10,-22,1127,NA
"8137",2008,1,19,"UA","DEN",6,-16,1557,NA
"8138",2008,1,2,"OH","CVG",40,46,948,NA
"8139",2008,1,2,"9E","OMA",60,51,282,NA
"8140",2008,1,18,"WN","PHL",-2,-7,861,NA
"8141",2008,1,27,"CO","IAH",-4,-16,853,NA
"8142",2008,1,2,"9E","MGM",6,5,280,NA
"8143",2008,1,27,"WN","BUR",-3,4,369,NA
"8144",2008,1,16,"UA","ORD",11,-3,888,NA
"8145",2008,1,9,"WN","ABQ",1,2,223,NA
"8146",2008,1,17,"XE","EWR",-8,-14,246,NA
"8147",2008,1,14,"MQ","DFW",-9,-12,364,NA
"8148",2008,1,4,"OO","CID",-6,-19,196,NA
"8149",2008,1,23,"WN","BNA",10,20,1013,NA
"8150",2008,1,25,"UA","SFO",-4,-20,2419,NA
"8151",2008,1,8,"WN","PHL",-5,-21,742,NA
"8152",2008,1,11,"EV","CVG",5,-5,416,NA
"8153",2008,1,30,"9E","OKC",24,26,432,NA
"8154",2008,1,6,"US","PHX",5,9,1009,NA
"8155",2008,1,30,"YV","CLT",25,27,809,NA
"8156",2008,1,26,"US","AUS",-7,2,872,NA
"8157",2008,1,24,"FL","CHS",-5,-5,259,NA
"8158",2008,1,27,"AA","OGG",5,4,2486,NA
"8159",2008,1,4,"US","MCO",27,26,834,NA
"8160",2008,1,12,"HA","HNL",-4,-13,163,NA
"8161",2008,1,9,"DL","JFK",-8,2,2475,NA
"8162",2008,1,24,"OO","FAT",8,NA,515,NA
"8163",2008,1,14,"OH","CVG",0,21,614,NA
"8164",2008,1,14,"WN","STL",-2,-37,1372,NA
"8165",2008,1,28,"MQ","DCA",-6,-1,399,NA
"8166",2008,1,7,"YV","PHX",72,58,160,NA
"8167",2008,1,3,"MQ","DFW",-1,-2,140,NA
"8168",2008,1,2,"B6","EWR",154,137,938,NA
"8169",2008,1,11,"DL","TPA",-7,-7,406,NA
"8170",2008,1,29,"OO","PHX",46,35,507,NA
"8171",2008,1,27,"US","DCA",-5,-13,214,NA
"8172",2008,1,28,"YV","CPR",NA,NA,230,NA
"8173",2008,1,20,"UA","MCI",-4,-5,403,NA
"8174",2008,1,8,"AA","DFW",0,1,868,NA
"8175",2008,1,18,"UA","BWI",-2,-3,2457,NA
"8176",2008,1,12,"YV","EUG",0,-11,952,NA
"8177",2008,1,21,"WN","SAN",52,66,418,NA
"8178",2008,1,11,"AS","SNA",-11,-2,978,NA
"8179",2008,1,27,"WN","GEG",NA,NA,723,NA
"8180",2008,1,1,"OO","HDN",62,55,141,NA
"8181",2008,1,12,"MQ","CMH",-12,-26,478,NA
"8182",2008,1,25,"OO","LAS",1,-12,258,NA
"8183",2008,1,20,"UA","IAD",-2,3,1571,NA
"8184",2008,1,17,"OH","CVG",0,1,661,NA
"8185",2008,1,16,"FL","ATL",-2,-11,270,NA
"8186",2008,1,23,"US","FLL",-7,-16,631,NA
"8187",2008,1,16,"DL","ATL",NA,NA,215,NA
"8188",2008,1,6,"CO","SJU",-5,-5,1608,NA
"8189",2008,1,9,"XE","EWR",-2,0,278,NA
"8190",2008,1,3,"HA","HNL",-5,-6,102,NA
"8191",2008,1,23,"EV","ATL",-6,43,306,NA
"8192",2008,1,23,"WN","OAK",-1,0,446,NA
"8193",2008,1,5,"F9","LAS",28,18,629,NA
"8194",2008,1,2,"NW","IAH",-1,7,1076,NA
"8195",2008,1,17,"OH","JFK",99,89,340,NA
"8196",2008,1,23,"EV","ATL",6,-21,780,NA
"8197",2008,1,10,"AA","DFW",0,-12,1391,NA
"8198",2008,1,17,"OH","JAX",75,75,834,NA
"8199",2008,1,16,"UA","DEN",-1,-5,1491,NA
"8200",2008,1,7,"UA","TPA",-3,-16,810,NA
"8201",2008,1,29,"DL","PBI",-2,-3,1035,NA
"8202",2008,1,18,"AA","DFW",22,11,631,NA
"8203",2008,1,25,"NW","LAS",-9,-25,1300,NA
"8204",2008,1,3,"9E","BIS",NA,NA,386,NA
"8205",2008,1,22,"UA","LAX",1,-12,2401,NA
"8206",2008,1,2,"OO","SEA",-5,3,129,NA
"8207",2008,1,27,"CO","DFW",0,27,1372,NA
"8208",2008,1,12,"WN","SEA",-4,-16,696,NA
"8209",2008,1,22,"CO","FLL",18,20,1065,NA
"8210",2008,1,30,"WN","LAS",25,20,629,NA
"8211",2008,1,9,"CO","SAT",-5,-10,191,NA
"8212",2008,1,11,"WN","SJC",0,-3,387,NA
"8213",2008,1,15,"9E","MEM",-5,3,570,NA
"8214",2008,1,26,"WN","DAL",-3,-9,239,NA
"8215",2008,1,9,"CO","LGA",82,53,1416,NA
"8216",2008,1,5,"DL","PDX",62,53,630,NA
"8217",2008,1,16,"FL","ATL",0,-5,761,NA
"8218",2008,1,12,"DL","ATL",8,0,366,NA
"8219",2008,1,1,"US","PHL",89,100,861,NA
"8220",2008,1,11,"OH","LGA",119,101,478,NA
"8221",2008,1,20,"OO","FCA",NA,NA,752,NA
"8222",2008,1,29,"XE","JAX",-3,7,817,NA
"8223",2008,1,16,"WN","ONT",-5,-9,390,NA
"8224",2008,1,30,"US","PHL",8,11,2176,NA
"8225",2008,1,8,"WN","MCI",-4,-15,1072,NA
"8226",2008,1,13,"US","PIT",24,-14,2136,NA
"8227",2008,1,22,"MQ","CHS",-7,-3,987,NA
"8228",2008,1,12,"US","SAN",-11,-16,304,NA
"8229",2008,1,25,"MQ","DFW",-5,-19,922,NA
"8230",2008,1,11,"DL","ATL",-1,-5,151,NA
"8231",2008,1,8,"B6","JFK",-10,-17,187,NA
"8232",2008,1,4,"WN","PHX",-3,-9,338,NA
"8233",2008,1,21,"CO","EWR",2,-15,200,NA
"8234",2008,1,2,"AA","LGA",22,24,1097,NA
"8235",2008,1,15,"WN","TPA",-2,-10,197,NA
"8236",2008,1,10,"OO","LAX",91,79,833,NA
"8237",2008,1,27,"YV","HNL",-10,0,100,NA
"8238",2008,1,31,"UA","ORD",133,160,1249,NA
"8239",2008,1,26,"WN","OAK",2,2,325,NA
"8240",2008,1,8,"NW","IND",-10,-8,503,NA
"8241",2008,1,20,"NW","GRR",-8,18,120,NA
"8242",2008,1,2,"NW","DTW",-3,-8,440,NA
"8243",2008,1,4,"US","RNO",5,5,345,NA
"8244",2008,1,31,"CO","IAH",-7,-12,1235,NA
"8245",2008,1,27,"WN","ONT",58,57,197,NA
"8246",2008,1,27,"AQ","KOA",0,2,84,NA
"8247",2008,1,29,"F9","SJC",-4,-11,949,NA
"8248",2008,1,2,"FL","ATL",2,1,547,NA
"8249",2008,1,8,"F9","DEN",0,2,1619,NA
"8250",2008,1,15,"WN","DEN",-4,-10,629,NA
"8251",2008,1,17,"YV","CHS",223,271,760,NA
"8252",2008,1,1,"AA","BHM",1,4,597,NA
"8253",2008,1,9,"AA","LGA",35,3,1389,NA
"8254",2008,1,26,"MQ","BDL",-4,-19,532,NA
"8255",2008,1,12,"9E","MEM",5,-7,518,NA
"8256",2008,1,28,"MQ","SAN",-5,3,109,NA
"8257",2008,1,27,"9E","EVV",-2,1,364,NA
"8258",2008,1,13,"WN","LAX",6,1,337,NA
"8259",2008,1,21,"OH","CVG",28,25,64,NA
"8260",2008,1,12,"AA","SFO",0,-18,1846,NA
"8261",2008,1,9,"XE","CLE",-9,-7,307,NA
"8262",2008,1,15,"WN","BNA",49,32,1797,NA
"8263",2008,1,27,"WN","DAL",5,-1,239,NA
"8264",2008,1,26,"US","RSW",-3,-4,600,NA
"8265",2008,1,29,"XE","SDF",-7,3,788,NA
"8266",2008,1,2,"AA","DFW",31,45,1217,NA
"8267",2008,1,10,"US","PIT",-7,-15,366,NA
"8268",2008,1,2,"WN","SLC",4,16,422,NA
"8269",2008,1,18,"EV","MDT",-2,-7,619,NA
"8270",2008,1,13,"FL","ATL",18,9,665,NA
"8271",2008,1,17,"WN","BWI",24,29,314,NA
"8272",2008,1,8,"WN","TUL",10,-2,935,NA
"8273",2008,1,21,"NW","DTW",-3,2,120,NA
"8274",2008,1,14,"XE","IAH",-1,-2,643,NA
"8275",2008,1,11,"9E","RDU",-10,-15,634,NA
"8276",2008,1,23,"AA","LAX",47,25,1235,NA
"8277",2008,1,21,"AA","DFW",39,32,1217,NA
"8278",2008,1,1,"WN","SNA",0,-11,404,NA
"8279",2008,1,6,"YV","JAX",NA,NA,631,NA
"8280",2008,1,14,"WN","LAS",-3,-19,407,NA
"8281",2008,1,17,"FL","EWR",-6,7,745,NA
"8282",2008,1,22,"UA","LGA",5,12,1619,NA
"8283",2008,1,1,"MQ","DFW",-2,10,113,NA
"8284",2008,1,25,"DL","ATL",-1,-12,515,NA
"8285",2008,1,14,"XE","IAH",-2,-14,562,NA
"8286",2008,1,18,"OH","JFK",79,75,740,NA
"8287",2008,1,31,"XE","LAX",44,54,674,NA
"8288",2008,1,8,"OH","BOS",0,-16,399,NA
"8289",2008,1,6,"OH","JFK",0,-4,213,NA
"8290",2008,1,23,"US","LGA",-6,-12,185,NA
"8291",2008,1,1,"CO","SJC",42,51,1609,NA
"8292",2008,1,30,"WN","MCO",30,8,861,NA
"8293",2008,1,20,"OO","MKE",20,9,431,NA
"8294",2008,1,29,"XE","IAH",15,16,262,NA
"8295",2008,1,22,"WN","LAS",4,8,387,NA
"8296",2008,1,28,"XE","HRL",-5,8,295,NA
"8297",2008,1,25,"AA","ORD",57,56,1721,NA
"8298",2008,1,14,"OH","BWI",10,5,430,NA
"8299",2008,1,24,"DL","TPA",-5,-13,1185,NA
"8300",2008,1,26,"9E","DTW",-1,27,508,NA
"8301",2008,1,17,"NW","DFW",-4,-20,987,NA
"8302",2008,1,14,"DL","EWR",NA,NA,745,NA
"8303",2008,1,13,"US","BNA",-5,3,329,NA
"8304",2008,1,12,"OO","MFR",-4,-8,222,NA
"8305",2008,1,4,"FL","MCO",-5,5,1066,NA
"8306",2008,1,14,"UA","SJU",-1,6,2072,NA
"8307",2008,1,27,"YV","SDF",0,-4,336,NA
"8308",2008,1,1,"AA","LAX",-3,-17,337,NA
"8309",2008,1,13,"OO","DEN",-6,-11,679,NA
"8310",2008,1,26,"US","PHX",20,9,622,NA
"8311",2008,1,1,"AQ","HNL",1,-3,163,NA
"8312",2008,1,7,"WN","HOU",7,0,187,NA
"8313",2008,1,28,"YV","PHX",0,5,370,NA
"8314",2008,1,8,"AA","LAX",4,16,2342,NA
"8315",2008,1,5,"NW","MEM",58,57,381,NA
"8316",2008,1,10,"US","ORD",-2,-21,1440,NA
"8317",2008,1,7,"WN","SAT",-5,0,248,NA
"8318",2008,1,13,"OO","ASE",-5,0,291,NA
"8319",2008,1,1,"WN","MDW",123,119,271,NA
"8320",2008,1,26,"XE","EWR",-3,-16,278,NA
"8321",2008,1,6,"OO","SLC",70,77,507,NA
"8322",2008,1,20,"WN","MDW",5,-6,577,NA
"8323",2008,1,1,"XE","IAH",-6,-4,253,NA
"8324",2008,1,18,"AS","SEA",4,-16,954,NA
"8325",2008,1,6,"DL","TLH",-7,-22,223,NA
"8326",2008,1,22,"WN","PHX",12,10,256,NA
"8327",2008,1,2,"FL","ROC",-9,-6,1033,NA
"8328",2008,1,16,"WN","SAN",-2,-7,480,NA
"8329",2008,1,31,"9E","MSP",10,10,490,NA
"8330",2008,1,23,"NW","SFO",92,101,1589,NA
"8331",2008,1,10,"UA","ORD",-2,-11,334,NA
"8332",2008,1,25,"AA","BNA",-4,13,631,NA
"8333",2008,1,11,"OH","RDU",91,86,431,NA
"8334",2008,1,31,"YV","PHX",-4,-5,119,NA
"8335",2008,1,19,"MQ","DFW",-5,-14,304,NA
"8336",2008,1,16,"US","DFW",-4,-27,1302,NA
"8337",2008,1,18,"OH","HSV",-5,-7,325,NA
"8338",2008,1,28,"WN","SLC",1,3,507,NA
"8339",2008,1,15,"EV","ATL",0,-6,143,NA
"8340",2008,1,19,"CO","IAH",-3,-13,787,NA
"8341",2008,1,19,"MQ","ORD",0,-4,273,NA
"8342",2008,1,14,"F9","DEN",-6,-19,629,NA
"8343",2008,1,26,"B6","LGB",15,-5,2277,NA
"8344",2008,1,8,"UA","LAS",1,-1,1515,NA
"8345",2008,1,3,"CO","DEN",11,-2,862,NA
"8346",2008,1,8,"WN","PDX",26,18,344,NA
"8347",2008,1,16,"WN","SMF",1,-7,480,NA
"8348",2008,1,18,"AA","DFW",-6,-22,3711,NA
"8349",2008,1,20,"EV","ATL",-6,-20,906,NA
"8350",2008,1,29,"WN","MDW",-5,-19,997,NA
"8351",2008,1,4,"UA","LAX",6,56,337,NA
"8352",2008,1,16,"OO","DEN",-7,-11,563,NA
"8353",2008,1,2,"MQ","DFW",-2,2,785,NA
"8354",2008,1,21,"FL","ATL",-7,-9,533,NA
"8355",2008,1,26,"MQ","ORD",20,64,528,NA
"8356",2008,1,18,"MQ","LGA",57,77,658,NA
"8357",2008,1,28,"FL","MCO",-4,16,861,NA
"8358",2008,1,12,"MQ","LEX",-3,-8,323,NA
"8359",2008,1,13,"UA","DFW",-9,-9,641,NA
"8360",2008,1,14,"NW","DTW",1,2,610,NA
"8361",2008,1,10,"OO","SMF",39,32,532,NA
"8362",2008,1,21,"MQ","DCA",-8,85,214,NA
"8363",2008,1,8,"YV","FLG",0,19,119,NA
"8364",2008,1,6,"NW","MSP",-1,-15,1399,NA
"8365",2008,1,3,"NW","MCO",19,36,957,NA
"8366",2008,1,28,"XE","IAH",-2,-4,305,NA
"8367",2008,1,6,"MQ","LAW",-4,-15,140,NA
"8368",2008,1,10,"NW","DTW",-5,-13,201,NA
"8369",2008,1,9,"DL","ATL",16,23,1589,NA
"8370",2008,1,15,"YV","MSN",-14,-9,109,NA
"8371",2008,1,12,"UA","EWR",-8,-30,719,NA
"8372",2008,1,6,"UA","JAX",4,41,865,NA
"8373",2008,1,13,"AA","DFW",-2,-7,1121,NA
"8374",2008,1,10,"OO","SLC",-4,-1,919,NA
"8375",2008,1,4,"AA","DFW",1,14,1313,NA
"8376",2008,1,24,"OH","RDU",90,85,612,NA
"8377",2008,1,24,"US","CLT",48,26,544,NA
"8378",2008,1,30,"OO","XNA",1,-25,589,NA
"8379",2008,1,11,"WN","DAL",-2,-7,239,NA
"8380",2008,1,24,"XE","EWR",1,-10,644,NA
"8381",2008,1,31,"XE","EWR",11,-4,213,NA
"8382",2008,1,13,"9E","PIT",3,-18,652,NA
"8383",2008,1,29,"MQ","SHV",-4,-12,190,NA
"8384",2008,1,6,"AA","IAD",12,29,2288,NA
"8385",2008,1,27,"OO","LAX",-5,9,370,NA
"8386",2008,1,15,"US","BOS",-2,-17,399,NA
"8387",2008,1,4,"MQ","LAW",-3,-12,140,NA
"8388",2008,1,19,"WN","LAS",13,7,345,NA
"8389",2008,1,16,"FL","BOS",-9,1,464,NA
"8390",2008,1,1,"WN","LAX",-3,-7,451,NA
"8391",2008,1,2,"WN","SMF",-1,-8,647,NA
"8392",2008,1,24,"XE","CLT",47,75,529,NA
"8393",2008,1,18,"F9","DEN",-3,-5,775,NA
"8394",2008,1,28,"HA","HNL",-5,-6,163,NA
"8395",2008,1,9,"EV","ATL",6,5,761,NA
"8396",2008,1,1,"AA","BOS",-10,-15,867,NA
"8397",2008,1,21,"UA","LAX",94,69,1745,NA
"8398",2008,1,22,"B6","IAD",12,11,901,NA
"8399",2008,1,29,"MQ","RIC",17,4,826,NA
"8400",2008,1,2,"US","CLT",25,8,936,NA
"8401",2008,1,14,"OO","FWA",85,106,157,NA
"8402",2008,1,11,"MQ","MSN",17,21,109,NA
"8403",2008,1,4,"CO","IAH",1,21,862,NA
"8404",2008,1,20,"US","ELP",-8,-9,347,NA
"8405",2008,1,1,"XE","SYR",36,24,194,NA
"8406",2008,1,1,"UA","LAX",279,257,834,NA
"8407",2008,1,18,"US","ORD",5,-7,599,NA
"8408",2008,1,1,"UA","HNL",1,-21,2556,NA
"8409",2008,1,3,"OO","DEN",0,-9,624,NA
"8410",2008,1,22,"MQ","ORD",132,128,137,NA
"8411",2008,1,27,"MQ","TOL",-6,-28,214,NA
"8412",2008,1,27,"AS","OAK",-10,-5,543,NA
"8413",2008,1,12,"9E","ATL",-5,-26,696,NA
"8414",2008,1,9,"9E","LGA",NA,NA,659,NA
"8415",2008,1,13,"US","PHX",-3,-10,1440,NA
"8416",2008,1,2,"CO","IAH",-2,13,305,NA
"8417",2008,1,21,"OO","SFO",NA,NA,372,NA
"8418",2008,1,1,"WN","LAX",-1,-25,337,NA
"8419",2008,1,7,"CO","FLL",-3,-11,965,NA
"8420",2008,1,23,"9E","DTW",0,10,790,NA
"8421",2008,1,6,"AA","ORD",0,1,258,NA
