"","YEAR","MONTH","DAY_OF_MONTH","CARRIER","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"1",2007,5,8,"UA","EWR","ORD",-3,-23,719,NA
"2",2007,5,14,"EV","ATL","FNT",0,-7,644,NA
"3",2007,5,14,"WN","BUR","OAK",-1,-2,325,NA
"4",2007,5,24,"WN","SAN","SMF",-1,-3,480,NA
"5",2007,5,7,"MQ","ORD","CMI",-6,7,135,NA
"6",2007,5,28,"UA","ABQ","DEN",14,15,349,NA
"7",2007,5,18,"OO","ORD","ATW",-3,-1,160,NA
"8",2007,5,2,"OH","CVG","OMA",-1,-16,614,NA
"9",2007,5,27,"NW","DTW","MIA",11,21,1145,NA
"10",2007,5,1,"XE","SAV","IAH",82,83,851,NA
"11",2007,5,29,"WN","ONT","SMF",-2,3,390,NA
"12",2007,5,19,"UA","FLL","ORD",-2,-12,1182,NA
"13",2007,5,27,"HA","HNL","OGG",2,4,100,NA
"14",2007,5,21,"OO","GJT","DEN",-3,-1,212,NA
"15",2007,5,12,"DL","ATL","SLC",0,-32,1589,NA
"16",2007,5,1,"WN","BNA","MDW",40,35,395,NA
"17",2007,5,22,"OO","HLN","SLC",2,3,402,NA
"18",2007,5,26,"UA","DEN","SFO",-3,-8,967,NA
"19",2007,5,4,"EV","ATL","CVG",0,-1,373,NA
"20",2007,5,2,"OH","CVG","DSM",-5,-13,505,NA
"21",2007,5,15,"OO","ELP","DEN",-1,6,563,NA
"22",2007,5,20,"NW","MSP","FAR",-3,-2,223,NA
"23",2007,5,30,"US","LAX","LAS",-5,-14,236,NA
"24",2007,5,30,"AA","MIA","DCA",18,25,920,NA
"25",2007,5,18,"WN","MCI","PHX",-3,-7,1044,NA
"26",2007,5,20,"US","PHX","CLT",1,17,1774,NA
"27",2007,5,25,"WN","TUL","DAL",-6,-8,237,NA
"28",2007,5,21,"NW","DTW","LAS",-2,-19,1750,NA
"29",2007,5,17,"CO","DCA","IAH",-7,2,1208,NA
"30",2007,5,5,"AA","ICT","DFW",-1,10,328,NA
"31",2007,5,4,"WN","BDL","TPA",0,-17,1111,NA
"32",2007,5,9,"UA","ORD","GRR",-6,-23,137,NA
"33",2007,5,19,"FL","MCO","BWI",-8,-8,787,NA
"34",2007,5,29,"WN","RDU","PHL",2,-1,336,NA
"35",2007,5,3,"US","PHL","PIT",-5,2,267,NA
"36",2007,5,19,"DL","ATL","SAN",-1,-17,1891,NA
"37",2007,5,28,"XE","RDU","MSY",-10,-29,779,NA
"38",2007,5,8,"OO","SBN","ORD",-11,-26,84,NA
"39",2007,5,27,"AA","RNO","DFW",-8,19,1345,NA
"40",2007,5,29,"DL","LAX","CMH",7,16,1996,NA
"41",2007,5,25,"9E","CMH","DTW",64,59,155,NA
"42",2007,5,11,"DL","JAX","ATL",-5,-16,270,NA
"43",2007,5,18,"9E","IND","MCI",-5,-15,451,NA
"44",2007,5,21,"OH","CVG","MCI",-2,-20,539,NA
"45",2007,5,14,"AA","DFW","LGA",18,25,1389,NA
"46",2007,5,26,"AA","MCI","ORD",29,39,403,NA
"47",2007,5,11,"AA","BOS","ORD",13,16,867,NA
"48",2007,5,16,"WN","FLL","TPA",-2,-12,197,NA
"49",2007,5,23,"DL","SYR","ATL",-5,-3,793,NA
"50",2007,5,28,"NW","MSP","MOT",-9,1,449,NA
"51",2007,5,24,"EV","LYH","ATL",-5,-2,389,NA
"52",2007,5,7,"XE","AUS","JAX",-10,12,954,NA
"53",2007,5,21,"XE","SDF","EWR",-7,-7,642,NA
"54",2007,5,22,"WN","MCO","DEN",-1,-4,1546,NA
"55",2007,5,4,"FL","BOS","FLL",-8,-19,1237,NA
"56",2007,5,2,"WN","MDW","MCI",0,-7,405,NA
"57",2007,5,29,"AA","DFW","TPA",0,6,929,NA
"58",2007,5,4,"B6","JFK","LGB",-4,0,2465,NA
"59",2007,5,16,"WN","RNO","SJC",21,11,189,NA
"60",2007,5,11,"OO","ATL","CLE",2,-4,554,NA
"61",2007,5,19,"XE","IAH","GPT",-10,-25,376,NA
"62",2007,5,28,"UA","PHL","ORD",-2,4,678,NA
"63",2007,5,23,"UA","ORD","CVG",NA,NA,264,NA
"64",2007,5,25,"AA","MIA","BOS",-6,-17,1258,NA
"65",2007,5,27,"MQ","SDF","DFW",23,12,733,NA
"66",2007,5,30,"F9","ATL","DEN",-2,-12,1199,NA
"67",2007,5,7,"EV","ATL","SGF",-4,-18,563,NA
"68",2007,5,10,"OO","SLC","SAT",2,-2,1086,NA
"69",2007,5,14,"YV","PHL","IAD",-8,-15,134,NA
"70",2007,5,24,"XE","OKC","IAH",85,113,395,NA
"71",2007,5,1,"XE","JAN","IAH",11,4,351,NA
"72",2007,5,1,"AS","KTN","SEA",-10,-14,680,NA
"73",2007,5,25,"AA","JFK","DFW",15,21,1391,NA
"74",2007,5,13,"DL","RSW","ATL",-4,-14,515,NA
"75",2007,5,5,"WN","RDU","TPA",16,1,587,NA
"76",2007,5,27,"AA","SAN","ORD",-4,-11,1723,NA
"77",2007,5,4,"MQ","DFW","LEX",3,-3,785,NA
"78",2007,5,21,"MQ","DFW","TUL",25,23,237,NA
"79",2007,5,19,"US","BOS","PHL",22,19,280,NA
"80",2007,5,2,"MQ","ORD","LIT",-2,-6,552,NA
"81",2007,5,12,"MQ","HOU","DFW",-6,-16,247,NA
"82",2007,5,12,"WN","LAS","PHX",-8,-15,256,NA
"83",2007,5,2,"WN","ABQ","PHX",NA,NA,328,NA
"84",2007,5,5,"MQ","DCA","LGA",-4,-11,214,NA
"85",2007,5,30,"9E","DTW","CVG",-5,-5,229,NA
"86",2007,5,24,"AA","ORD","LAX",4,16,1745,NA
"87",2007,5,19,"EV","ATL","TLH",-7,-6,223,NA
"88",2007,5,26,"B6","DEN","BOS",-10,-18,1754,NA
"89",2007,5,11,"OO","TVC","ORD",-2,-10,224,NA
"90",2007,5,2,"WN","ISP","FLL",49,31,1093,NA
"91",2007,5,24,"US","CLT","BWI",21,29,361,NA
"92",2007,5,31,"MQ","DFW","CLE",40,27,1021,NA
"93",2007,5,22,"DL","ATL","TUS",-7,-17,1541,NA
"94",2007,5,21,"9E","AVP","DTW",-8,3,398,NA
"95",2007,5,6,"MQ","MAF","DFW",NA,NA,309,NA
"96",2007,5,25,"WN","PHX","SAN",35,34,304,NA
"97",2007,5,25,"WN","LAS","SJC",14,6,387,NA
"98",2007,5,27,"DL","DEN","ATL",-2,1,1199,NA
"99",2007,5,13,"DL","RNO","SLC",-7,-13,422,NA
"100",2007,5,27,"MQ","JAX","ORD",0,-11,865,NA
"101",2007,5,18,"UA","CLE","ORD",-10,-23,316,NA
"102",2007,5,26,"AA","MSY","MIA",11,10,674,NA
"103",2007,5,20,"US","PHX","TPA",-1,2,1788,NA
"104",2007,5,9,"UA","LAX","EWR",6,-7,2454,NA
"105",2007,5,14,"B6","JFK","BOS",-2,32,187,NA
"106",2007,5,29,"NW","BWI","DTW",-5,-17,408,NA
"107",2007,5,14,"UA","DEN","ORD",143,150,888,NA
"108",2007,5,21,"US","LAS","CLE",-5,-3,1825,NA
"109",2007,5,23,"AA","ORD","PHL",16,21,678,NA
"110",2007,5,15,"AS","SEA","PHX",6,27,1107,NA
"111",2007,5,3,"OH","CVG","ATW",-5,5,411,NA
"112",2007,5,4,"MQ","SAN","LAX",-7,-18,109,NA
"113",2007,5,17,"AA","MCO","STL",-9,-8,880,NA
"114",2007,5,14,"WN","LIT","DAL",-5,-9,296,NA
"115",2007,5,25,"AA","MSP","ORD",13,22,334,NA
"116",2007,5,14,"WN","LAS","PHX",2,-3,256,NA
"117",2007,5,19,"MQ","DFW","ACT",0,-9,89,NA
"118",2007,5,28,"NW","PHX","DTW",-3,3,1671,NA
"119",2007,5,27,"XE","SLC","IAH",24,22,1195,NA
"120",2007,5,8,"MQ","ALB","ORD",-4,-10,723,NA
"121",2007,5,5,"UA","DEN","DFW",29,49,641,NA
"122",2007,5,30,"DL","RIC","ATL",-4,-14,481,NA
"123",2007,5,2,"MQ","DFW","ABI",-3,-10,158,NA
"124",2007,5,4,"WN","MCO","BWI",19,12,787,NA
"125",2007,5,22,"AS","SMF","SEA",18,40,605,NA
"126",2007,5,9,"DL","SMF","SLC",-2,-6,532,NA
"127",2007,5,29,"WN","PHX","SNA",1,-9,338,NA
"128",2007,5,15,"UA","LAS","DEN",0,-9,629,NA
"129",2007,5,14,"OO","TUL","SLC",9,13,926,NA
"130",2007,5,5,"9E","SAV","MEM",1,8,545,NA
"131",2007,5,12,"WN","MDW","IAD",-3,-8,577,NA
"132",2007,5,11,"YV","PHX","YUM",-5,-5,160,NA
"133",2007,5,21,"XE","CRW","IAH",-4,-11,975,NA
"134",2007,5,1,"NW","MOT","MSP",-14,-17,449,NA
"135",2007,5,14,"FL","MCO","DAY",-5,-8,808,NA
"136",2007,5,23,"AA","DFW","ABQ",-6,-8,569,NA
"137",2007,5,10,"F9","DEN","BDL",12,10,1671,NA
"138",2007,5,5,"OO","LAX","RNO",59,63,390,NA
"139",2007,5,15,"MQ","HOU","DFW",-5,-2,247,NA
"140",2007,5,1,"US","CLT","BWI",2,-4,361,NA
"141",2007,5,18,"AA","DCA","STL",1,-17,719,NA
"142",2007,5,11,"WN","BNA","MDW",24,27,395,NA
"143",2007,5,2,"NW","BUF","DTW",-10,-10,240,NA
"144",2007,5,2,"WN","BWI","PHX",-1,-36,1999,NA
"145",2007,5,20,"WN","LAX","LAS",-1,-7,236,NA
"146",2007,5,31,"WN","SAN","SMF",5,5,480,NA
"147",2007,5,12,"XE","JAN","IAH",25,7,351,NA
"148",2007,5,24,"OO","RDM","PDX",-4,-2,116,NA
"149",2007,5,29,"F9","DCA","DEN",-7,26,1476,NA
"150",2007,5,19,"WN","IND","MCI",-1,16,451,NA
"151",2007,5,9,"OO","ATL","HOU",-3,-37,696,NA
"152",2007,5,4,"MQ","OMA","ORD",-3,1,416,NA
"153",2007,5,31,"OO","CIC","SFO",NA,NA,153,NA
"154",2007,5,10,"DL","ATL","VPS",0,-10,250,NA
"155",2007,5,21,"YV","IAD","RDU",5,2,224,NA
"156",2007,5,13,"OH","CVG","COS",0,-11,1078,NA
"157",2007,5,15,"EV","AEX","ATL",2,16,500,NA
"158",2007,5,9,"XE","IAH","TUS",15,4,936,NA
"159",2007,5,21,"B6","BUF","JFK",-2,-8,301,NA
"160",2007,5,14,"UA","SNA","ORD",7,-13,1726,NA
"161",2007,5,15,"UA","DEN","SJC",-5,-17,949,NA
"162",2007,5,26,"WN","MCI","TUL",-5,-5,223,NA
"163",2007,5,13,"AA","MIA","SJU",14,15,1045,NA
