"","YEAR","MONTH","DAY_OF_MONTH","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"70",2009,1,17,"SEA","PHX",0,-12,1107,NA
"71",2009,1,1,"IAH","TUL",-4,-3,429,NA
"72",2009,1,20,"MSY","DEN",-3,-13,1062,NA
"73",2009,1,17,"RDU","JFK",0,10,426,NA
"74",2009,1,1,"PHL","PVD",3,12,238,NA
"75",2009,1,15,"BOS","PHL",NA,NA,280,NA
"76",2009,1,15,"PIT","BOS",0,18,496,NA
"77",2009,1,29,"CLT","DFW",-5,5,936,NA
"78",2009,1,12,"ORD","IAH",-3,9,925,NA
"79",2009,1,2,"ATL","MIA",-4,-11,595,NA
"80",2009,1,19,"JAN","ATL",-3,-6,341,NA
"81",2009,1,21,"DEN","SAN",0,-8,853,NA
"82",2009,1,4,"ORF","IAH",-5,-2,1201,NA
"83",2009,1,14,"DCA","RSW",-1,5,892,NA
"84",2009,1,30,"PHX","STL",1,8,1262,NA
"85",2009,1,10,"DFW","SNA",3,-13,1205,NA
"86",2009,1,27,"JFK","FLL",-6,-7,1069,NA
"87",2009,1,25,"MEM","LAX",17,49,1619,NA
"88",2009,1,22,"TPA","IAH",-1,6,787,NA
"89",2009,1,13,"SFO","IAD",-7,-12,2419,NA
"90",2009,1,6,"RSW","IND",28,23,946,NA
"91",2009,1,24,"ACV","SFO",16,17,250,NA
"92",2009,1,6,"RSW","JFK",0,-11,1074,NA
"93",2009,1,9,"TYS","ATL",35,15,152,NA
"94",2009,1,9,"DLH","MSP",-3,-11,144,NA
"95",2009,1,30,"SJC","ONT",9,2,334,NA
"96",2009,1,29,"MSY","LGA",-6,-23,1183,NA
"97",2009,1,16,"MEM","GSP",-6,-5,441,NA
"98",2009,1,12,"GRR","DTW",-10,-17,120,NA
"99",2009,1,4,"DEN","RDU",51,32,1437,NA
"100",2009,1,7,"DEN","GJT",-7,-10,212,NA
"101",2009,1,12,"IAD","LGA",-12,-17,229,NA
"102",2009,1,18,"JFK","FLL",13,72,1069,NA
"103",2009,1,11,"ORF","BWI",-5,-7,159,NA
"104",2009,1,20,"ORD","SJC",-4,-44,1830,NA
"105",2009,1,6,"MIA","SJU",-3,-17,1045,NA
"106",2009,1,14,"JFK","BUR",-1,-7,2465,NA
"107",2009,1,5,"RDU","JFK",132,116,426,NA
"108",2009,1,4,"ORD","MDT",58,42,594,NA
"109",2009,1,16,"MSP","IAD",56,56,908,NA
"110",2009,1,8,"MCO","PHX",-1,-6,1848,NA
"111",2009,1,26,"AUS","PHX",-5,-5,872,NA
"112",2009,1,13,"SEA","PHX",23,20,1107,NA
"113",2009,1,14,"PHL","MSP",-6,-28,980,NA
"114",2009,1,17,"IAH","SAT",-4,1,191,NA
"115",2009,1,27,"SJC","LAX",NA,NA,308,NA
"116",2009,1,1,"LGB","SFO",26,16,354,NA
"117",2009,1,22,"GRR","DTW",70,57,120,NA
"118",2009,1,10,"BWI","SLC",-4,-16,1864,NA
"119",2009,1,27,"PHX","SAT",-4,-10,843,NA
"120",2009,1,13,"SLC","SFO",-4,-23,599,NA
"121",2009,1,22,"CHS","ATL",-7,9,259,NA
"122",2009,1,28,"SLC","DEN",-9,-27,390,NA
"123",2009,1,2,"ATL","BOS",8,11,946,NA
"124",2009,1,1,"ABQ","IAH",-5,4,744,NA
"125",2009,1,22,"SMF","PDX",-2,-15,479,NA
"126",2009,1,1,"PDX","SJC",7,0,569,NA
"127",2009,1,30,"BOS","DTW",51,28,632,NA
"128",2009,1,1,"STL","LAS",3,-11,1372,NA
"129",2009,1,3,"ORD","DBQ",NA,NA,147,NA
"130",2009,1,24,"FNT","DTW",-12,-12,56,NA
"131",2009,1,30,"PDX","OAK",15,4,543,NA
"132",2009,1,15,"SBA","SFO",-6,-12,262,NA
"133",2009,1,4,"IAH","BNA",3,-2,657,NA
"134",2009,1,27,"BGR","EWR",1,6,393,NA
"135",2009,1,26,"MSP","SNA",-9,21,1522,NA
"136",2009,1,26,"ATL","MSP",8,7,906,NA
"137",2009,1,22,"ORD","HPN",1,-1,738,NA
"138",2009,1,18,"GSP","MEM",-5,-16,441,NA
"139",2009,1,17,"LAX","ABQ",-4,5,677,NA
"140",2009,1,31,"IAH","MSY",-3,-5,305,NA
"141",2009,1,24,"CLT","ORD",-10,-22,599,NA
"142",2009,1,5,"CLT","DEN",13,43,1338,NA
"143",2009,1,2,"FNT","ATL",57,52,644,NA
"144",2009,1,25,"CVG","BOS",45,116,752,NA
"145",2009,1,27,"SFO","MRY",-7,-12,77,NA
"146",2009,1,19,"DEN","BOI",-5,-17,649,NA
"147",2009,1,14,"BOS","JFK",-4,19,187,NA
"148",2009,1,10,"MDW","BNA",8,17,395,NA
"149",2009,1,19,"LAX","IAD",-4,11,2288,NA
"150",2009,1,11,"PHL","PVD",-4,-4,238,NA
"151",2009,1,25,"DTW","HSV",61,41,554,NA
"152",2009,1,28,"DEN","IND",NA,NA,977,NA
"153",2009,1,7,"JFK","MCO",-5,3,944,NA
"154",2009,1,13,"ORD","LSE",0,-15,215,NA
"155",2009,1,18,"DTW","CHS",-5,-11,668,NA
"156",2009,1,23,"ATL","DCA",0,6,547,NA
"157",2009,1,19,"LAX","DFW",2,-9,1235,NA
"158",2009,1,15,"JNU","SEA",-12,-20,909,NA
"159",2009,1,12,"BTV","DTW",-3,32,536,NA
"160",2009,1,15,"LAX","SJC",5,-4,308,NA
"161",2009,1,25,"CLT","RDU",91,85,130,NA
"162",2009,1,31,"SLC","JAC",2,-12,205,NA
"163",2009,1,19,"FLL","EWR",21,27,1065,NA
"164",2009,1,2,"CID","DFW",0,-27,685,NA
"165",2009,1,22,"BOS","MCO",-5,-26,1121,NA
"166",2009,1,22,"SFO","SAN",38,26,447,NA
"167",2009,1,31,"SDF","ATL",-13,-31,321,NA
"168",2009,1,23,"DTW","LAX",0,20,1979,NA
"169",2009,1,14,"LAX","SAN",-3,-19,109,NA
"170",2009,1,3,"BWI","STL",12,5,737,NA
"171",2009,1,22,"SDF","ATL",-5,-18,321,NA
"172",2009,1,15,"LAX","SEA",-1,-2,954,NA
"173",2009,1,19,"ATL","DEN",-2,-17,1199,NA
"174",2009,1,23,"LAX","SFO",26,37,337,NA
"175",2009,1,12,"IAH","SEA",14,5,1874,NA
"176",2009,1,12,"FLL","ATL",2,-9,581,NA
"177",2009,1,1,"JAX","CVG",55,52,614,NA
"178",2009,1,24,"AMA","DAL",-3,-10,324,NA
"179",2009,1,13,"SAT","HRL",0,-1,233,NA
"180",2009,1,19,"LAX","SEA",6,-17,954,NA
"181",2009,1,23,"MEM","MGM",-4,-15,280,NA
"182",2009,1,8,"SAN","PHX",-9,-15,304,NA
"183",2009,1,24,"ORD","MHT",-1,-19,843,NA
"184",2009,1,10,"PHX","ABQ",-2,1,328,NA
"185",2009,1,22,"DFW","MCO",0,-5,984,NA
"186",2009,1,14,"IAH","SAN",1,-12,1303,NA
"187",2009,1,20,"CHS","ATL",-6,3,259,NA
"188",2009,1,21,"AUS","HOU",0,-25,148,NA
"189",2009,1,9,"JFK","OAK",-3,-9,2576,NA
"190",2009,1,2,"DTW","TPA",18,-7,983,NA
"191",2009,1,2,"IND","ATL",26,20,432,NA
"192",2009,1,28,"ATL","IAD",105,96,533,NA
"193",2009,1,1,"DEN","PHX",0,-12,602,NA
"194",2009,1,17,"HNL","OGG",5,25,100,NA
"195",2009,1,11,"EVV","ATL",-10,-6,350,NA
"196",2009,1,28,"CLT","DCA",-4,10,331,NA
"197",2009,1,24,"MHT","BWI",-7,-18,377,NA
"198",2009,1,6,"DFW","TUS",5,-8,813,NA
"199",2009,1,18,"ORD","LGA",47,35,733,NA
"200",2009,1,2,"ATL","DAY",3,34,432,NA
"201",2009,1,21,"BUR","PHX",-3,-15,369,NA
"202",2009,1,14,"HLN","DEN",-10,-25,594,NA
"203",2009,1,10,"MDW","PHX",NA,NA,1444,NA
"204",2009,1,4,"EGE","ORD",11,50,1007,NA
"205",2009,1,21,"LAS","SFO",-3,-23,414,NA
"206",2009,1,25,"TPA","FLL",-6,-22,197,NA
"207",2009,1,30,"MSP","DCA",-5,-7,931,NA
"208",2009,1,1,"SLC","ATL",12,-4,1589,NA
"209",2009,1,6,"RIC","EWR",-5,-9,278,NA
"210",2009,1,11,"OMA","CVG",70,65,614,NA
"211",2009,1,2,"SFO","LAX",5,-6,337,NA
"212",2009,1,21,"PIT","ORD",-8,-19,412,NA
"213",2009,1,31,"ONT","SFO",-8,-4,363,NA
"214",2009,1,19,"ATL","ORF",-3,21,516,NA
"215",2009,1,16,"ATW","ORD",90,98,160,NA
"216",2009,1,28,"ORD","RIC",-5,-8,642,NA
"217",2009,1,20,"RDU","IAH",179,186,1043,NA
"218",2009,1,8,"SEA","PDX",-1,-8,129,NA
"219",2009,1,1,"CLT","RDU",2,7,130,NA
"220",2009,1,26,"LAS","PIT",0,-29,1910,NA
"221",2009,1,20,"ORD","CVG",-5,-7,264,NA
"222",2009,1,28,"ATL","GSP",27,19,153,NA
"223",2009,1,15,"MSP","GRR",63,55,408,NA
"224",2009,1,25,"ASE","ATL",NA,NA,1304,NA
"225",2009,1,30,"EWR","MKE",-3,-10,725,NA
"226",2009,1,25,"SEA","LAX",0,-10,954,NA
"227",2009,1,29,"SAT","DAL",20,51,248,NA
"228",2009,1,24,"OKC","ATL",-10,2,761,NA
"229",2009,1,14,"ATL","DTW",-5,7,594,NA
"230",2009,1,6,"SJC","DFW",-9,-10,1439,NA
"231",2009,1,29,"MSP","TUS",7,-10,1298,NA
"232",2009,1,9,"MSP","DSM",12,11,232,NA
"233",2009,1,14,"SLC","RKS",2,5,161,NA
"234",2009,1,28,"BOS","LGA",NA,NA,185,NA
"235",2009,1,10,"BUF","ORD",384,403,473,NA
"236",2009,1,8,"SLC","IAH",-3,10,1195,NA
"237",2009,1,5,"MCO","JFK",12,5,944,NA
"238",2009,1,22,"LAX","DEN",-6,-15,862,NA
"239",2009,1,25,"SEA","DFW",-5,1,1660,NA
"240",2009,1,30,"DFW","ATL",6,2,732,NA
"241",2009,1,17,"LAX","SAN",45,30,109,NA
"242",2009,1,15,"MDW","ISP",15,0,765,NA
"243",2009,1,10,"CMH","TPA",17,6,829,NA
"244",2009,1,21,"SLC","DEN",-6,-1,390,NA
"245",2009,1,11,"SFO","MFR",-4,4,329,NA
"246",2009,1,23,"BOS","TPA",-4,-29,1185,NA
"247",2009,1,28,"SAN","DEN",16,0,853,NA
"248",2009,1,3,"SDF","BWI",-6,-12,495,NA
"249",2009,1,19,"JFK","LAX",43,NA,2475,NA
"250",2009,1,15,"MDT","MSP",-3,13,898,NA
"251",2009,1,7,"CAE","ATL",-8,-2,191,NA
"252",2009,1,17,"SLC","JAC",-11,-27,205,NA
"253",2009,1,5,"BTV","JFK",0,-3,267,NA
"254",2009,1,11,"SFO","LAX",-5,-21,337,NA
"255",2009,1,30,"IAD","MIA",-4,3,921,NA
"256",2009,1,22,"ITO","HNL",22,35,216,NA
"257",2009,1,1,"TPA","FLL",-2,-7,197,NA
"258",2009,1,26,"ORD","SFO",27,34,1846,NA
"259",2009,1,18,"DFW","SAT",-4,-8,247,NA
"260",2009,1,10,"SFO","MIA",0,18,2585,NA
"261",2009,1,10,"MSP","SDF",-1,0,603,NA
"262",2009,1,24,"SAN","RNO",14,-2,488,NA
"263",2009,1,7,"SDF","DFW",5,-9,733,NA
"264",2009,1,24,"ATL","DCA",-6,3,547,NA
"265",2009,1,11,"JFK","DTW",12,24,508,NA
"266",2009,1,8,"STL","MDW",37,32,251,NA
"267",2009,1,29,"ORD","LAX",0,-17,1745,NA
"268",2009,1,15,"DFW","TYS",-8,-16,772,NA
"269",2009,1,21,"MEM","AUS",-4,-24,559,NA
"270",2009,1,3,"SJU","MCO",-5,37,1189,NA
"271",2009,1,9,"ONT","OAK",-1,-6,362,NA
"272",2009,1,21,"DFW","ROW",-6,-8,435,NA
"273",2009,1,27,"LIH","HNL",-7,-11,102,NA
"274",2009,1,1,"LAS","SLC",20,9,368,NA
"275",2009,1,19,"IAH","MKE",17,30,984,NA
"276",2009,1,6,"OAK","SAN",24,17,446,NA
"277",2009,1,28,"CRP","IAH",0,-8,201,NA
"278",2009,1,22,"MCO","ATL",-5,-6,403,NA
"279",2009,1,28,"AUS","DFW",NA,NA,190,NA
"280",2009,1,28,"CLT","SJU",106,88,1474,NA
"281",2009,1,31,"SFO","LAS",-11,-15,414,NA
"282",2009,1,1,"SAN","SMF",NA,NA,480,NA
"283",2009,1,29,"DCA","BDL",28,15,313,NA
"284",2009,1,14,"BOS","CLE",-10,18,563,NA
"285",2009,1,9,"DTW","BWI",-2,32,408,NA
"286",2009,1,17,"SFO","EUG",-4,-5,451,NA
"287",2009,1,5,"ATL","RSW",-4,-13,515,NA
"288",2009,1,4,"IAD","DTW",-1,-18,383,NA
"289",2009,1,28,"EWR","CLT",-6,18,529,NA
"290",2009,1,8,"CLT","MCO",207,220,468,NA
"291",2009,1,10,"ORD","RST",129,122,268,NA
"292",2009,1,27,"DFW","CLT",24,13,936,NA
"293",2009,1,27,"MCO","PHL",5,14,861,NA
"294",2009,1,3,"DEN","PHX",-1,6,602,NA
"295",2009,1,7,"PHL","MDW",NA,NA,668,NA
"296",2009,1,21,"BWI","CMH",2,-14,336,NA
"297",2009,1,7,"BUF","EWR",22,57,282,NA
"298",2009,1,18,"MDW","DEN",14,-5,895,NA
"299",2009,1,30,"MIA","RDU",-7,-17,700,NA
"300",2009,1,5,"ORD","DAY",-3,-4,240,NA
"301",2009,1,5,"GRB","ORD",10,7,174,NA
"302",2009,1,2,"ORD","LAN",-2,-9,179,NA
"303",2009,1,6,"DEN","SFO",5,0,967,NA
"304",2009,1,1,"DTW","ORD",-10,-2,235,NA
"305",2009,1,12,"FLL","MCO",-4,-22,178,NA
"306",2009,1,22,"DCA","BOS",-4,-14,399,NA
"307",2009,1,7,"DEN","PHX",16,20,602,NA
"308",2009,1,8,"ATL","FLL",-3,-10,581,NA
"309",2009,1,28,"DEN","LAX",-2,7,862,NA
"310",2009,1,5,"BDL","ORD",14,8,783,NA
"311",2009,1,23,"MKE","OMA",-10,-1,426,NA
"312",2009,1,4,"LAS","BUR",11,0,223,NA
"313",2009,1,23,"MLI","ORD",70,65,139,NA
"314",2009,1,6,"DFW","JAN",17,14,408,NA
"315",2009,1,8,"MEM","ORD",-3,-1,491,NA
"316",2009,1,24,"SNA","PHX",2,-3,338,NA
"317",2009,1,14,"MDW","STL",108,98,251,NA
"318",2009,1,22,"DAL","MSY",-3,-16,437,NA
"319",2009,1,25,"DTW","BUF",-7,-11,240,NA
"320",2009,1,29,"HNL","OGG",-7,-9,100,NA
"321",2009,1,1,"IAH","RIC",-1,-1,1157,NA
"322",2009,1,6,"JFK","RSW",4,-7,1074,NA
"323",2009,1,25,"DEN","RNO",6,NA,804,NA
"324",2009,1,4,"PIT","ATL",63,86,526,NA
"325",2009,1,28,"IAH","GPT",-5,-24,376,NA
"326",2009,1,22,"LAS","IAH",-4,15,1222,NA
"327",2009,1,11,"JFK","BUF",-2,13,301,NA
"328",2009,1,21,"CLE","LGA",-5,-5,418,NA
"329",2009,1,19,"IAH","DEN",-5,-7,862,NA
"330",2009,1,2,"JFK","RDU",0,78,426,NA
"331",2009,1,5,"DCA","MIA",13,-2,920,NA
"332",2009,1,1,"PBI","TPA",-1,-4,174,NA
"333",2009,1,25,"CLT","MEM",0,10,512,NA
"334",2009,1,7,"TPA","BNA",3,-4,612,NA
"335",2009,1,28,"PIT","MCO",1,83,834,NA
"336",2009,1,7,"DEN","PHX",41,28,602,NA
"337",2009,1,22,"ORD","DCA",-5,-10,612,NA
"338",2009,1,28,"IAH","SAV",-9,-18,851,NA
"339",2009,1,29,"DEN","GJT",-5,-11,212,NA
"340",2009,1,10,"TPA","FLL",-1,-10,197,NA
"341",2009,1,14,"CHS","ATL",8,4,259,NA
"342",2009,1,13,"PHL","PHX",0,-27,2075,NA
"343",2009,1,17,"ICT","DEN",-13,-14,420,NA
"344",2009,1,27,"ATL","AUS",-2,4,813,NA
"345",2009,1,25,"ATL","SNA",-4,-4,1919,NA
"346",2009,1,25,"PHF","MCO",-9,-19,662,NA
"347",2009,1,31,"BWI","MHT",1,-4,377,NA
"348",2009,1,1,"LAX","SFO",0,-9,337,NA
"349",2009,1,21,"STL","JFK",0,5,892,NA
"350",2009,1,6,"SFO","OGG",-4,-42,2338,NA
"351",2009,1,10,"BGR","DTW",1,6,750,NA
"352",2009,1,23,"MOT","MSP",-10,-5,449,NA
"353",2009,1,21,"PVD","BWI",56,41,328,NA
"354",2009,1,14,"DCA","HSV",-5,30,613,NA
"355",2009,1,19,"SPI","ORD",31,31,174,NA
"356",2009,1,11,"IAH","CLT",26,17,913,NA
"357",2009,1,6,"MEM","DFW",-7,-6,432,NA
"358",2009,1,31,"ATL","ORD",15,9,606,NA
"359",2009,1,4,"LAS","CVG",-4,-25,1678,NA
"360",2009,1,21,"SAN","SJC",-4,-14,418,NA
"361",2009,1,4,"PHL","PHX",24,35,2075,NA
"362",2009,1,8,"ASE","DEN",-13,-17,125,NA
"363",2009,1,21,"CLT","MEM",0,-9,512,NA
"364",2009,1,24,"HOU","LAS",-3,-19,1235,NA
"365",2009,1,8,"ATL","MSY",3,3,425,NA
"366",2009,1,19,"MCO","DFW",-10,-20,984,NA
"367",2009,1,31,"ATL","MDW",-3,-8,590,NA
"368",2009,1,29,"PHX","TEX",-10,0,387,NA
"369",2009,1,31,"DCA","CVG",-10,3,411,NA
"370",2009,1,1,"HNL","PHX",0,0,2918,NA
"371",2009,1,30,"DEN","MCO",-1,8,1546,NA
"372",2009,1,16,"ATL","DAB",33,30,366,NA
"373",2009,1,30,"STL","RSW",-2,-9,979,NA
"374",2009,1,12,"MSP","RST",2,29,76,NA
"375",2009,1,16,"IAH","PHL",4,8,1324,NA
"376",2009,1,15,"DEN","HSV",-2,-7,1048,NA
"377",2009,1,12,"DEN","SNA",-6,-17,846,NA
"378",2009,1,3,"SAN","BWI",27,11,2295,NA
"379",2009,1,8,"CVG","MSP",10,37,596,NA
"380",2009,1,19,"TPA","BWI",-3,-9,842,NA
"381",2009,1,2,"OAK","SLC",31,38,589,NA
"382",2009,1,22,"ORD","TPA",0,-4,1012,NA
"383",2009,1,6,"PDX","LAS",29,18,762,NA
"384",2009,1,15,"IND","SRQ",-11,-7,876,NA
"385",2009,1,22,"ALB","ORD",-4,-9,723,NA
"386",2009,1,19,"SEA","PSP",-6,4,987,NA
"387",2009,1,6,"RDU","MCO",-2,8,534,NA
"388",2009,1,26,"CVG","DCA",-8,11,411,NA
"389",2009,1,31,"TPA","STL",-4,-16,869,NA
"390",2009,1,19,"HSV","DEN",-14,10,1048,NA
"391",2009,1,9,"OMA","EWR",77,94,1133,NA
"392",2009,1,26,"GSO","DTW",4,12,460,NA
"393",2009,1,28,"DFW","STL",53,38,551,NA
"394",2009,1,19,"DEN","SNA",9,3,846,NA
"395",2009,1,13,"MEM","MCO",-3,3,683,NA
"396",2009,1,27,"LGA","DTW",-7,22,501,NA
"397",2009,1,7,"DAL","MCI",1,4,461,NA
"398",2009,1,27,"ATL","ORD",-6,-17,606,NA
"399",2009,1,29,"STL","OMA",-3,-10,342,NA
"400",2009,1,19,"JAN","IAH",-10,-24,351,NA
"401",2009,1,29,"MDW","STL",-2,-6,251,NA
"402",2009,1,17,"BWI","DFW",105,115,1217,NA
"403",2009,1,19,"CLT","STL",0,-13,575,NA
"404",2009,1,6,"HNL","KOA",-2,-9,163,NA
"405",2009,1,5,"ATL","SJU",46,47,1547,NA
"406",2009,1,14,"DEN","MTJ",2,-11,197,NA
"407",2009,1,8,"GRR","ORD",NA,NA,137,NA
"408",2009,1,7,"EWR","SFO",25,-5,2565,NA
"409",2009,1,5,"HNL","LIH",-3,-3,102,NA
"410",2009,1,27,"CLT","PBI",41,13,590,NA
"411",2009,1,12,"JAX","ORF",-3,-16,543,NA
"412",2009,1,18,"LAX","SJC",NA,NA,308,NA
"413",2009,1,2,"SFO","LIH",272,268,2447,NA
"414",2009,1,21,"MCI","STL",1,-3,237,NA
"415",2009,1,8,"ORD","RIC",-6,-14,642,NA
"416",2009,1,17,"SEA","MSP",10,17,1399,NA
"417",2009,1,5,"MCI","PHX",5,-3,1044,NA
"418",2009,1,17,"PNS","IAH",-10,-19,489,NA
"419",2009,1,8,"SAT","DFW",-3,0,247,NA
"420",2009,1,19,"TPA","EWR",-3,-12,998,NA
"421",2009,1,4,"IAH","OKC",-3,-9,395,NA
"422",2009,1,25,"DEN","DRO",31,51,251,NA
"423",2009,1,25,"ORD","DFW",-4,-15,802,NA
"424",2009,1,24,"SMF","SAN",0,3,480,NA
"425",2009,1,26,"SEA","DEN",52,64,1024,NA
"426",2009,1,1,"LAX","DEN",42,42,862,NA
"427",2009,1,5,"CMH","ATL",-4,-4,446,NA
"428",2009,1,23,"BOS","PHX",-9,2,2300,NA
"429",2009,1,20,"AUS","MEM",2,6,559,NA
"430",2009,1,5,"JFK","MIA",-4,-17,1090,NA
"431",2009,1,28,"DTW","ATL",-3,30,594,NA
"432",2009,1,19,"IAH","DEN",1,-12,862,NA
"433",2009,1,16,"SLC","RDU",70,73,1823,NA
"434",2009,1,31,"SMF","LGB",-9,-11,387,NA
"435",2009,1,29,"ATL","EWR",-3,-22,745,NA
"436",2009,1,29,"MSP","GRB",-5,-12,252,NA
"437",2009,1,4,"JAX","CLT",-7,-12,329,NA
"438",2009,1,27,"ATL","CHS",16,1,259,NA
"439",2009,1,28,"MKE","MCO",-8,7,1066,NA
"440",2009,1,14,"MEM","CLE",-4,-18,622,NA
"441",2009,1,11,"EKO","SLC",-7,-4,200,NA
"442",2009,1,3,"FLL","ATL",69,70,581,NA
"443",2009,1,6,"BWI","ATL",19,29,576,NA
"444",2009,1,31,"SJC","ONT",-1,-5,334,NA
"445",2009,1,25,"IAD","MDW",0,-7,577,NA
"446",2009,1,12,"CVG","HTS",0,-10,123,NA
"447",2009,1,20,"ATL","EVV",-7,-6,350,NA
"448",2009,1,15,"SFO","EWR",4,19,2565,NA
"449",2009,1,13,"LIT","DAL",-1,-9,296,NA
"450",2009,1,16,"MCI","CLE",-4,3,694,NA
"451",2009,1,29,"LAX","PHX",-5,-1,370,NA
"452",2009,1,11,"BOS","SFO",27,44,2704,NA
"453",2009,1,6,"SEA","DFW",-5,-9,1660,NA
"454",2009,1,1,"ABQ","TPA",-1,-15,1497,NA
"455",2009,1,13,"SLC","SAN",-1,-14,626,NA
"456",2009,1,9,"LIH","HNL",-5,1,102,NA
"457",2009,1,26,"LAS","ELP",25,18,584,NA
"458",2009,1,1,"BWI","PVD",-1,-5,328,NA
"459",2009,1,23,"CLE","IAH",-4,-17,1091,NA
"460",2009,1,4,"SRQ","DTW",1,7,1023,NA
"461",2009,1,25,"FLL","JFK",-9,-17,1069,NA
"462",2009,1,23,"DFW","LAX",67,56,1235,NA
"463",2009,1,30,"BOS","DCA",-10,27,399,NA
"464",2009,1,1,"DEN","PHX",5,0,602,NA
"465",2009,1,7,"LAS","HOU",12,12,1235,NA
"466",2009,1,27,"MCO","CLT",-8,-4,468,NA
"467",2009,1,1,"BTR","ATL",15,10,449,NA
"468",2009,1,20,"LAX","SFO",-8,-18,337,NA
"469",2009,1,29,"MCO","CVG",26,54,756,NA
"470",2009,1,17,"CLT","LGA",-1,-17,544,NA
"471",2009,1,11,"DEN","SEA",-7,6,1024,NA
"472",2009,1,14,"MCI","STL",88,77,237,NA
"473",2009,1,6,"LAX","SBA",-3,-7,89,NA
