"","YEAR","MONTH","DAY_OF_MONTH","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","DISTANCE","X"
"1",2009,5,28,"DEN","DRO",20,7,251,NA
"2",2009,5,25,"DTW","ORD",0,-11,235,NA
"3",2009,5,9,"BWI","LAS",-1,11,2106,NA
"4",2009,5,9,"MHT","DTW",-4,13,609,NA
"5",2009,5,24,"CMH","MDW",-1,-10,284,NA
"6",2009,5,9,"ATL","ROA",-7,-6,357,NA
"7",2009,5,23,"ADQ","ANC",NA,NA,253,NA
"8",2009,5,13,"MHT","ORD",-5,-3,843,NA
"9",2009,5,18,"LAX","SEA",2,4,954,NA
"10",2009,5,30,"SFO","LAS",97,92,414,NA
"11",2009,5,15,"IAH","STL",28,24,668,NA
"12",2009,5,9,"DEN","PDX",-4,-10,991,NA
"13",2009,5,31,"BWI","MDW",-2,-9,611,NA
"14",2009,5,31,"MEM","GSP",-7,-18,441,NA
"15",2009,5,15,"CMH","IAH",-3,-1,986,NA
"16",2009,5,23,"DEN","PDX",4,-6,991,NA
"17",2009,5,17,"ORD","LGA",-4,-7,733,NA
"18",2009,5,23,"BOS","PIT",-19,-31,496,NA
"19",2009,5,1,"MQT","ORD",-7,-7,303,NA
"20",2009,5,6,"BOS","BWI",-7,-2,370,NA
"21",2009,5,16,"MIA","DCA",-6,-8,920,NA
"22",2009,5,1,"PHX","ORD",-5,-27,1440,NA
"23",2009,5,21,"IAD","SAN",-2,-43,2253,NA
"24",2009,5,17,"PHX","DFW",10,2,868,NA
"25",2009,5,18,"PIT","PHX",16,2,1813,NA
"26",2009,5,3,"OAK","SLC",24,17,589,NA
"27",2009,5,25,"MDW","ATL",27,27,590,NA
"28",2009,5,22,"IAH","MSY",3,-2,305,NA
"29",2009,5,26,"BOS","DCA",-7,-27,399,NA
"30",2009,5,25,"PHX","SNA",34,25,338,NA
"31",2009,5,26,"IND","BOS",-9,-20,817,NA
"32",2009,5,20,"LAS","DFW",68,44,1055,NA
"33",2009,5,10,"GJT","DEN",-7,-19,212,NA
"34",2009,5,5,"KOA","SFO",-7,-30,2367,NA
"35",2009,5,6,"DFW","TYR",-3,0,103,NA
"36",2009,5,25,"DEN","ATL",1,6,1199,NA
"37",2009,5,7,"SFO","MIA",-2,-15,2585,NA
"38",2009,5,16,"LAX","SMF",-7,-16,373,NA
"39",2009,5,31,"TLH","MIA",17,6,403,NA
"40",2009,5,10,"MTJ","DEN",-3,-11,197,NA
"41",2009,5,20,"BNA","LAS",-5,-22,1588,NA
"42",2009,5,10,"OAK","SEA",-12,-20,671,NA
"43",2009,5,11,"IAH","MEM",-9,2,469,NA
"44",2009,5,11,"PHF","ATL",-5,-5,508,NA
"45",2009,5,17,"SFO","LAS",67,56,414,NA
"46",2009,5,17,"LAX","MSY",-2,24,1671,NA
"47",2009,5,4,"ROA","IAD",-8,-21,177,NA
"48",2009,5,5,"HOU","ATL",10,7,696,NA
"49",2009,5,12,"EWR","XNA",-6,7,1130,NA
"50",2009,5,11,"LGA","MSP",5,-5,1020,NA
"51",2009,5,3,"DEN","ELP",-1,-3,563,NA
"52",2009,5,26,"DTW","SFO",4,-2,2079,NA
"53",2009,5,13,"PHX","SLC",23,19,507,NA
"54",2009,5,1,"MFR","PDX",0,7,222,NA
"55",2009,5,29,"TPA","IAD",-2,-16,810,NA
"56",2009,5,26,"BOS","PHX",21,-3,2300,NA
"57",2009,5,27,"SWF","MCO",-13,-19,989,NA
"58",2009,5,21,"SLC","DEN",9,21,390,NA
"59",2009,5,31,"DTW","ORD",-4,-8,235,NA
"60",2009,5,1,"SEA","GEG",-1,-15,224,NA
"61",2009,5,1,"ORD","AUS",-2,15,978,NA
"62",2009,5,9,"EWR","PBI",-3,-11,1024,NA
"63",2009,5,17,"JAX","CLT",-11,-3,329,NA
"64",2009,5,24,"PHX","PDX",9,0,1009,NA
"65",2009,5,13,"MIA","LGA",16,10,1097,NA
"66",2009,5,3,"DTW","RSW",-6,-7,1085,NA
"67",2009,5,25,"ORD","DCA",-2,-14,612,NA
"68",2009,5,15,"IAD","ATL",-2,10,533,NA
"69",2009,5,5,"DFW","JAN",-7,-13,408,NA
"70",2009,5,28,"MLI","ATL",17,19,633,NA
"71",2009,5,26,"PDX","SNA",-3,-9,859,NA
"72",2009,5,2,"TXK","DFW",-2,-7,181,NA
"73",2009,5,18,"ATL","PHL",-3,-9,665,NA
"74",2009,5,6,"MSP","PDX",15,32,1426,NA
"75",2009,5,3,"DFW","SAT",0,-2,247,NA
"76",2009,5,27,"SLC","OAK",-2,-21,589,NA
"77",2009,5,14,"MSP","CLT",6,16,930,NA
"78",2009,5,2,"SJC","SNA",0,-10,342,NA
"79",2009,5,21,"IAH","DAY",-5,-8,929,NA
"80",2009,5,26,"MSN","ORD",0,-14,109,NA
"81",2009,5,10,"ORD","DSM",-6,-13,299,NA
"82",2009,5,29,"LAX","IAH",3,12,1379,NA
"83",2009,5,30,"CLE","PHX",12,8,1737,NA
"84",2009,5,5,"SDF","DFW",-9,9,733,NA
"85",2009,5,2,"LNK","DEN",-11,-7,423,NA
"86",2009,5,14,"LGA","FLL",87,70,1076,NA
"87",2009,5,13,"ATL","STL",-3,-16,483,NA
"88",2009,5,7,"MCO","PHX",8,-17,1848,NA
"89",2009,5,13,"SAN","SFO",-1,-10,447,NA
"90",2009,5,19,"LAX","SEA",-2,-2,954,NA
"91",2009,5,29,"MKE","IAH",-6,-28,984,NA
"92",2009,5,15,"AMA","DAL",3,5,324,NA
"93",2009,5,28,"DFW","DEN",1,-13,641,NA
"94",2009,5,9,"SLC","PDX",-1,1,630,NA
"95",2009,5,6,"MEM","GPT",-4,-18,324,NA
"96",2009,5,15,"DEN","SFO",3,-12,967,NA
"97",2009,5,16,"DTW","PHX",21,18,1671,NA
"98",2009,5,17,"ATL","LAS",0,-34,1747,NA
"99",2009,5,12,"MSP","DTW",-3,-4,528,NA
"100",2009,5,18,"IAD","MHT",-8,-26,418,NA
"101",2009,5,25,"SJC","BUR",1,-5,297,NA
"102",2009,5,11,"LAX","SLC",0,-13,590,NA
"103",2009,5,16,"IAH","MIA",14,18,964,NA
"104",2009,5,14,"KOA","HNL",-11,-9,163,NA
"105",2009,5,13,"SMF","SAN",-3,-10,480,NA
"106",2009,5,4,"CRW","ATL",-3,14,363,NA
"107",2009,5,27,"CLT","LGA",7,20,544,NA
"108",2009,5,27,"ORF","ATL",6,-11,516,NA
"109",2009,5,28,"CVG","BOS",15,37,752,NA
"110",2009,5,1,"SJC","ONT",-3,-4,334,NA
"111",2009,5,14,"LGA","BOS",-6,-7,185,NA
"112",2009,5,15,"ORD","CRW",143,138,416,NA
"113",2009,5,13,"VPS","DFW",77,75,641,NA
"114",2009,5,25,"LAX","OGG",-1,1,2486,NA
"115",2009,5,10,"DFW","IAD",106,108,1172,NA
"116",2009,5,1,"DEN","SFO",0,5,967,NA
"117",2009,5,29,"PDX","EWR",7,-7,2433,NA
"118",2009,5,31,"ATL","EWR",11,21,745,NA
"119",2009,5,24,"CMX","MSP",-8,-8,277,NA
"120",2009,5,31,"LAS","OAK",-4,-19,407,NA
"121",2009,5,5,"CAK","ATL",-10,10,528,NA
"122",2009,5,13,"ITO","HNL",-9,-11,216,NA
"123",2009,5,19,"PHF","ATL",-5,-5,508,NA
"124",2009,5,31,"HNL","OGG",-3,0,100,NA
"125",2009,5,12,"DTW","SYR",-7,-9,374,NA
"126",2009,5,28,"TYS","DEN",0,-7,1162,NA
"127",2009,5,26,"ALB","MDW",-2,2,717,NA
"128",2009,5,17,"IAH","GPT",-7,1,376,NA
"129",2009,5,31,"CMI","ORD",-5,-14,135,NA
"130",2009,5,25,"TYS","EWR",-3,-6,631,NA
"131",2009,5,2,"TPA","MDW",34,27,997,NA
"132",2009,5,18,"ATL","AGS",-5,-15,143,NA
"133",2009,5,26,"ORD","MLI",-5,-5,139,NA
"134",2009,5,18,"DEN","PHX",-10,37,602,NA
"135",2009,5,5,"CLE","CLT",-10,0,430,NA
"136",2009,5,14,"OAK","PHX",-6,-9,646,NA
"137",2009,5,25,"DAL","HOU",27,9,239,NA
"138",2009,5,4,"DAL","HOU",0,-1,239,NA
"139",2009,5,3,"TPA","CVG",0,-1,773,NA
"140",2009,5,27,"DFW","COS",-4,-20,592,NA
"141",2009,5,2,"LGA","BOS",-3,-16,185,NA
"142",2009,5,16,"HOU","MSY",-2,-1,303,NA
"143",2009,5,21,"PHF","LGA",-5,-18,288,NA
"144",2009,5,19,"IAH","AUS",-6,-11,140,NA
"145",2009,5,9,"SLC","PSP",-4,-5,541,NA
"146",2009,5,22,"PHX","AUS",-4,-5,872,NA
"147",2009,5,25,"TUS","DFW",-9,-12,813,NA
"148",2009,5,28,"FAI","SCC",77,77,373,NA
"149",2009,5,6,"FAI","ANC",-3,-2,261,NA
"150",2009,5,1,"EWR","MSN",71,86,799,NA
"151",2009,5,1,"DAL","SAT",12,3,248,NA
"152",2009,5,19,"ELP","HOU",4,-4,677,NA
"153",2009,5,8,"ORF","JFK",82,73,289,NA
"154",2009,5,11,"XNA","ORD",-3,-18,522,NA
"155",2009,5,2,"IAH","CLT",-4,15,913,NA
"156",2009,5,18,"OAK","LAS",0,-4,407,NA
"157",2009,5,31,"BUF","ATL",-12,-29,712,NA
"158",2009,5,17,"DEN","ATL",-9,-2,1199,NA
"159",2009,5,2,"DFW","IAH",-7,54,224,NA
"160",2009,5,27,"SNA","SFO",-4,-16,372,NA
"161",2009,5,24,"ABQ","MCO",-2,-11,1552,NA
"162",2009,5,24,"MCO","MSP",-10,-28,1310,NA
"163",2009,5,26,"LAS","CLE",51,49,1825,NA
"164",2009,5,16,"PHL","IAH",34,36,1324,NA
"165",2009,5,18,"ATL","GSP",-4,-11,153,NA
"166",2009,5,13,"BNA","JAX",-7,-12,484,NA
"167",2009,5,28,"MIA","ORD",83,118,1197,NA
"168",2009,5,14,"TYS","DFW",NA,NA,772,NA
"169",2009,5,12,"SEA","SAN",-7,-15,1050,NA
"170",2009,5,20,"CLE","ROC",-4,-2,245,NA
"171",2009,5,4,"TPA","FLL",-5,-10,197,NA
"172",2009,5,31,"SMF","SEA",-6,-14,605,NA
"173",2009,5,25,"MCI","IAD",-4,4,926,NA
"174",2009,5,21,"CLE","BUF",-9,-2,192,NA
"175",2009,5,21,"ORD","FWA",9,7,157,NA
"176",2009,5,16,"FAY","ATL",-10,-3,331,NA
"177",2009,5,8,"ORD","SJU",1,-13,2072,NA
"178",2009,5,23,"ORF","JAX",-3,-13,543,NA
"179",2009,5,29,"JFK","ORF",-5,-2,289,NA
"180",2009,5,17,"DRO","DEN",-11,-17,251,NA
"181",2009,5,30,"MSP","JFK",-4,18,1028,NA
"182",2009,5,11,"MDW","ATL",12,8,590,NA
"183",2009,5,5,"IAH","MIA",0,-29,964,NA
"184",2009,5,3,"MSP","LAS",-7,-10,1300,NA
"185",2009,5,15,"DFW","AMA",-3,-11,313,NA
"186",2009,5,3,"SEA","IAH",-1,-17,1874,NA
"187",2009,5,20,"LEX","ORD",-11,-15,323,NA
"188",2009,5,8,"IAD","RDU",-1,-6,224,NA
"189",2009,5,13,"DFW","AMA",6,-1,313,NA
"190",2009,5,10,"JAX","ATL",10,4,270,NA
"191",2009,5,1,"CLT","EWR",11,40,529,NA
"192",2009,5,5,"DTW","TYS",0,-7,443,NA
"193",2009,5,7,"STL","TPA",2,-10,869,NA
"194",2009,5,14,"LGA","MSP",7,-1,1020,NA
"195",2009,5,7,"CVG","ORD",-12,-12,264,NA
"196",2009,5,29,"ATL","LAX",-2,-18,1946,NA
"197",2009,5,31,"SFO","LAS",-2,-3,414,NA
"198",2009,5,16,"PDX","SLC",50,44,630,NA
"199",2009,5,28,"IAH","MAF",15,9,429,NA
"200",2009,5,11,"GJT","SLC",-7,-10,217,NA
"201",2009,5,10,"DTW","ATL",-8,-6,594,NA
"202",2009,5,27,"ORD","PIA",-2,-3,130,NA
"203",2009,5,12,"BOS","ATL",-1,4,946,NA
"204",2009,5,20,"DEN","PHL",-6,8,1557,NA
"205",2009,5,25,"IAH","ORD",-4,-21,925,NA
"206",2009,5,11,"PDX","EWR",0,-25,2433,NA
"207",2009,5,7,"SFO","MDW",18,-6,1855,NA
"208",2009,5,29,"SAN","SFO",-5,-10,447,NA
"209",2009,5,11,"MSY","DAL",19,10,437,NA
"210",2009,5,6,"SMF","SAN",-2,-2,480,NA
"211",2009,5,20,"DEN","DSM",-4,-3,590,NA
"212",2009,5,23,"BWI","JFK",-10,51,184,NA
"213",2009,5,19,"TRI","CVG",-1,-11,216,NA
"214",2009,5,25,"ATL","BUF",21,20,712,NA
"215",2009,5,31,"LAS","SLC",-5,-5,368,NA
"216",2009,5,13,"BWI","DEN",1,-5,1491,NA
"217",2009,5,6,"MCO","HPN",-5,-16,972,NA
"218",2009,5,2,"PHX","DFW",NA,NA,868,NA
"219",2009,5,1,"ATL","TRI",-4,17,227,NA
"220",2009,5,8,"LAX","PHX",80,94,370,NA
"221",2009,5,6,"PHX","IAH",2,3,1009,NA
"222",2009,5,8,"COS","LAX",-1,2,833,NA
"223",2009,5,14,"LAX","IAH",-2,-11,1379,NA
"224",2009,5,31,"LGA","MCO",-16,1,950,NA
"225",2009,5,27,"MSP","ATL",-2,15,906,NA
"226",2009,5,17,"CLT","CLE",-5,-13,430,NA
"227",2009,5,8,"MRY","PHX",-11,-7,598,NA
"228",2009,5,28,"CVG","CHS",-5,-3,497,NA
"229",2009,5,29,"CAE","LGA",0,-7,617,NA
"230",2009,5,6,"JFK","BUF",-5,2,301,NA
"231",2009,5,9,"MSO","DEN",-6,-8,679,NA
"232",2009,5,25,"TUS","ABQ",-4,-10,321,NA
"233",2009,5,9,"MCO","STL",0,-14,880,NA
"234",2009,5,18,"MSP","SBN",-3,-7,411,NA
"235",2009,5,7,"DFW","BWI",-5,1,1217,NA
"236",2009,5,9,"ORD","PIT",-2,-5,412,NA
"237",2009,5,1,"HOU","BHM",-3,-8,570,NA
"238",2009,5,30,"DTW","TOL",-5,-13,49,NA
"239",2009,5,3,"ATL","CHS",25,41,259,NA
"240",2009,5,20,"OTH","PDX",-4,-6,170,NA
"241",2009,5,24,"JFK","DFW",32,11,1391,NA
"242",2009,5,17,"DSM","ORD",-2,-11,299,NA
"243",2009,5,18,"JFK","BOS",0,-7,187,NA
"244",2009,5,14,"IAH","DAL",7,12,217,NA
"245",2009,5,26,"MSP","DFW",-2,-17,852,NA
"246",2009,5,14,"DTW","CVG",0,8,229,NA
"247",2009,5,23,"HNL","ITO",-5,-5,216,NA
"248",2009,5,21,"PHL","BOS",-5,14,280,NA
"249",2009,5,2,"IND","MCI",-1,-3,451,NA
"250",2009,5,16,"BOI","DEN",-4,-13,649,NA
"251",2009,5,26,"JFK","DCA",-5,-7,213,NA
"252",2009,5,14,"STL","PHX",6,2,1262,NA
"253",2009,5,18,"LAS","PIT",9,13,1910,NA
"254",2009,5,21,"CVG","TRI",1,-8,216,NA
"255",2009,5,25,"DEN","MSP",27,21,680,NA
"256",2009,5,19,"TPA","DFW",-5,-20,929,NA
"257",2009,5,13,"ATL","SHV",-4,-8,551,NA
"258",2009,5,21,"ACV","SFO",5,4,250,NA
"259",2009,5,20,"EWR","CLE",212,200,404,NA
"260",2009,5,22,"PBI","ISP",-4,-11,1052,NA
"261",2009,5,4,"SMF","BUR",10,7,358,NA
"262",2009,5,21,"LAX","SAN",-4,4,109,NA
"263",2009,5,21,"BWI","TPA",-2,-4,842,NA
"264",2009,5,8,"DFW","LAX",0,-9,1235,NA
